"time","xAngle","gyroXangle","compAngleX","kalAngleX","yAngle","gyroYangle","compAngleY","kalAngleY"
666,74.3401,120.767,132.252,60.7998,-44.5142,165.436,13.7106,-68.445
667,74.5271,124.471,131.656,59.8747,-44.0889,165.523,9.74508,-72.9768
668,74.2928,128.267,131.171,59.0747,-43.9839,165.593,6.04963,-77.2778
669,5.84527,132.119,125.98,54.9966,-0.331973,165.675,5.67865,-79.1492
670,13.8705,136.13,121.863,51.6257,-74.9528,165.738,0.0933032,-84.5733
671,15.6488,140.017,118.043,48.3549,-74.9257,165.812,-5.0896,-89.7111
672,19.6417,143.976,114.837,45.4861,-74.6775,165.911,-9.8683,-94.5413
673,24.39,147.895,112.15,42.9324,-0.46928,166.004,-9.12407,-95.4436
674,30.3438,151.602,109.871,40.5844,-74.1161,166.1,-13.5842,-99.8588
675,34.2809,154.998,107.738,38.2421,-0.061564,166.244,-12.5038,-100.318
676,37.1408,158,105.588,35.7794,-73.9796,166.449,-16.6165,-104.267
677,43.2339,160.772,103.801,33.5219,-73.3293,166.456,-20.5795,-108.149
678,51.4967,163.141,102.343,31.4114,-72.8258,166.583,-24.119,-111.669
679,52.7463,164.815,100.428,28.8274,-0.0877236,166.614,-22.4075,-111.466
680,55.4113,165.594,98.0019,25.6717,-71.5838,176.953,-16.2353,-104.918
681,56.3419,175.734,104.515,31.6438,-71.3543,-98.728,-10.556,-98.728
682,52.8006,36.4318,109.606,36.4318,-72.2912,-88.5734,-5.43365,-92.9633
683,46.5208,45.325,113.461,40.24,-73.13,-78.4297,-0.738748,-87.5139
684,45.405,53.823,116.6,43.4335,-0.644366,-68.2116,8.77068,-78.6659
685,45.4245,61.9035,119.133,46.077,-73.1138,-57.9595,12.5733,-73.7345
686,42.4753,69.4034,120.742,47.8901,-0.0243641,-47.7446,21.1913,-65.4685
687,38.6468,76.6816,121.764,49.2094,-73.5793,-37.5301,24.0568,-61.1886
688,34.0071,83.7416,122.187,50.0149,-74.2431,-27.4047,26.5924,-57.2511
689,25.3474,90.4352,121.633,49.9896,-74.5909,-17.1197,29.0746,-53.3892
690,20.9757,97.2655,120.939,49.8573,-74.763,-6.8666,31.3414,-49.776
691,18.5182,104.153,120.175,49.6398,-74.9217,3.36763,33.4208,-46.3887
692,19.6983,110.971,119.483,49.3947,-74.3247,13.5711,35.3678,-43.1962
693,16.6733,117.723,118.565,48.9231,-74.7644,23.7967,37.1684,-40.1898
694,12.1384,124.311,117.242,48.0659,-1.64924,34.0853,44.0195,-33.69
695,4.10491,130.995,115.539,46.9102,-74.7558,44.3808,45.2801,-31.0905
696,4.17468,137.642,113.924,45.7423,-1.00757,54.7046,51.6411,-24.9855
697,74.7825,144.31,117.386,48.1051,-43.5924,65.0105,54.5592,-21.2818
698,74.409,150.907,120.513,50.2876,-43.9984,75.3122,57.2408,-17.807
699,73.8853,157.324,123.217,52.188,-45.4183,85.5924,59.6152,-14.6175
700,74.2533,163.875,125.882,54.1574,-44.9652,95.9003,61.881,-11.5681
701,74.0092,170.546,128.455,56.1515,-46.0548,106.13,63.8392,-8.82597
702,73.6069,177.394,130.984,58.2134,-46.6894,116.269,65.5317,-6.36926
703,73.5898,60.3507,133.498,60.3507,-47.7912,126.31,66.9369,-4.22201
704,73.2264,67.7201,136.133,62.6863,-48.1513,136.455,68.3155,-2.15933
705,73.5193,75.7923,139.257,65.6147,-48.3058,146.516,69.5091,-0.311402
706,72.8292,84.5666,142.767,69.0443,-1.09076,156.631,73.974,3.79122
707,72.83,94.1452,146.779,73.0748,-0.756762,166.822,78.2205,7.77792
708,73.0627,94.204,141.674,67.865,-49.2516,177.025,78.7859,9.17104
709,73.4699,94.8639,137.513,63.5081,-0.258566,12.8482,82.7275,12.8482
710,73.0741,95.9119,133.977,59.7268,-48.094,23.0386,83.0471,13.972
711,73.7435,97.0387,130.809,56.2505,-0.0698033,33.2369,86.7134,17.362
712,73.5828,98.363,128.035,53.1433,-0.199351,43.4542,90.1316,20.5819
713,73.2192,99.9471,125.671,50.436,-0.331452,53.7022,93.3298,23.6446
714,73.5234,101.902,123.839,48.2531,-0.402349,64.0219,96.3659,26.6012
715,73.4331,104.356,122.592,46.6705,-0.0272542,64.0234,89.6197,19.5971
716,73.3715,107.191,121.783,45.5439,-46.9765,64.0415,80.0748,10.6095
717,74.1668,110.06,121.119,44.5427,-0.636261,64.1271,74.5047,4.33565
718,73.7052,112.951,120.488,43.6288,-45.4133,64.2247,66.2011,-3.82044
719,74.0666,116.019,120.092,42.9869,-44.8706,64.2994,58.4956,-11.5916
720,73.8444,119.179,119.793,42.4857,-0,64.3677,54.4645,-16.7925
721,74.1663,122.668,119.845,42.3651,-0.213717,64.4569,50.72,-21.7139
722,0.252286,126.64,115.167,39.0879,-75.1785,64.5283,41.9734,-30.091
723,5.6466,131.005,111.56,36.5762,-75.5127,64.5857,33.8028,-38.1257
724,10.6989,135.467,108.649,34.5059,-0.873302,64.6204,31.4078,-42.1261
725,14.1227,139.871,106.128,32.6307,-75.1038,64.6666,23.9949,-49.5482
726,16.8596,144.328,104.025,31.0176,-75.4277,64.7195,17.0845,-56.637
727,21.2671,148.846,102.433,29.7457,-0.133819,64.8051,15.9588,-59.6402
728,26.7119,153.287,101.263,28.7254,-0.748564,64.9374,14.9124,-62.4261
729,31.9025,157.563,100.384,27.8523,-0,65.1139,14.0327,-64.9402
730,35.4799,161.7,99.688,27.0367,-74.7925,65.2505,7.94192,-71.0437
731,40.1828,165.722,99.2629,26.4129,-1.9676,65.3266,7.31901,-73.2823
732,55.1851,168.96,99.1893,25.8228,-72.4938,75.6533,11.3359,-69.0964
733,58.3074,171.061,98.2814,24.3593,-70.5007,85.8332,15.0747,-65.1649
734,59.3816,171.887,96.3262,21.8401,-70.7625,95.8752,18.4051,-61.5774
735,59.5983,28.2391,103.082,28.2391,-70.6859,105.792,21.3918,-58.2907
736,56.0415,37.4785,108.382,33.4242,-73.0377,115.624,23.9255,-55.3756
737,50.6148,46.1781,112.429,37.5902,-73.1546,125.383,26.2052,-52.6991
738,47.8433,54.5654,115.708,41.1456,-1.91901,135.195,33.3622,-46.5765
739,44.2927,62.773,118.342,44.187,-1.73412,145.2,40.2101,-40.5213
740,42.7051,70.9515,120.653,46.9706,-1.95875,155.383,46.7283,-34.5736
741,42.6479,79.0408,122.716,49.5281,-74.1403,165.66,47.8253,-32.3688
742,41.2983,86.7857,124.22,51.5586,-73.5338,175.881,48.8352,-30.3352
743,39.2984,94.1205,125.096,52.9904,-1.64904,-24.9303,54.7622,-24.9303
744,30.5064,101.108,124.973,53.5775,-74.4442,-14.6173,55.3088,-23.2356
745,24.2857,108.207,124.528,53.9128,-74.6329,-4.3607,55.7515,-21.7347
746,23.3313,115.337,124.075,54.1866,-74.6827,5.79086,56.0621,-20.4583
747,22.1694,122.461,123.566,54.3516,-1.06007,15.9833,61.5425,-15.6186
748,18.8852,129.425,122.715,54.165,-74.2005,26.2378,61.5772,-14.5627
749,16.5628,136.102,121.495,53.5708,-1.28924,36.5196,66.7386,-9.9795
750,11.8423,142.602,119.864,52.57,-74.7506,46.8055,66.4003,-9.24345
751,9.04861,148.839,117.907,51.1943,-0.63545,57.1287,71.3083,-4.90208
752,4.45776,154.952,115.65,49.498,-74.7156,67.4493,70.6848,-4.44245
753,1.83316,160.915,113.229,47.5764,-0.369201,77.7501,75.2907,-0.408573
754,75.1779,166.585,115.838,49.0578,-43.9211,88.0127,76.4902,1.23896
755,75.0778,172.587,118.567,50.7996,-0.268889,98.2523,80.6399,4.89859
756,74.8411,178.889,121.367,52.7519,-45.212,108.394,81.2623,6.05967
757,74.2394,54.7509,124.081,54.7509,-47.1487,118.588,81.7539,7.06661
758,73.7226,61.7191,127.036,57.1222,-47.9622,128.676,82.0553,7.83416
759,72.209,69.4825,130.418,60.0731,-0.703536,138.824,85.6998,10.907
760,72.1525,78.2678,134.51,63.8573,-0.223241,148.954,89.1062,13.8233
761,71.7651,88.4516,139.589,68.7728,-0.333009,159.061,92.2452,16.5562
762,71.9249,89.4275,135.76,64.7023,-0.548294,169.303,95.2743,19.2545
763,73.1493,91.1675,132.995,61.6076,-0.577198,179.583,98.1255,21.8138
764,72.9774,93.3571,130.83,59.1094,-47.616,21.8961,97.4635,21.8961
765,73.2882,95.7817,129.057,56.9784,-0.492148,32.1683,100.16,24.2441
766,73.3593,98.5986,127.778,55.3556,-47.2463,42.4639,99.4162,24.1782
767,73.314,101.655,126.808,54.0534,-0.418179,42.4748,92.438,16.5874
768,73.486,105.012,126.198,53.128,-46.1769,42.5021,82.7603,7.10975
769,73.9204,108.419,125.707,52.3391,-0.571405,42.5806,77.0001,0.359485
770,73.9048,112.103,125.507,51.872,-44.349,42.6636,68.5829,-8.2172
771,74.2763,115.839,125.395,51.5168,-0.190452,42.7341,63.8343,-14.2314
772,74.6021,119.599,125.337,51.2386,-43.6473,42.8085,56.3798,-22.0797
773,2.68074,123.515,120.392,47.5876,-74.8578,42.9104,47.2879,-31.077
774,8.63484,127.489,116.265,44.4268,-0.392191,42.9808,44.0157,-36.0182
775,13.1294,131.48,112.757,41.6296,-74.8412,43.0709,35.7796,-44.3414
776,16.5397,135.607,109.86,39.2385,-0.309018,43.1771,33.3522,-48.5868
777,21.2266,139.794,107.549,37.2341,-0.632184,43.2697,31.0594,-52.6065
778,26.6475,144.026,105.822,35.6258,-75.0758,43.3579,23.7119,-60.0625
779,31.8869,148.21,104.538,34.3003,-74.8644,43.4461,16.8936,-67.1556
780,38.9956,152.147,103.611,33.1549,-74.3182,43.53,10.5868,-73.8803
781,44.3691,155.643,102.716,31.9188,-73.774,43.584,4.73172,-80.2748
782,49.1766,158.571,101.691,30.4544,-73.1102,43.5959,-0.706063,-86.3525
783,54.9764,161.048,100.724,28.9373,-0.513416,43.7668,-0.533634,-88.3781
784,57.1189,162.902,99.3968,27.0336,-72.4531,43.8955,-5.44833,-93.8189
785,57.6054,164.009,97.5005,24.5637,-71.7927,43.9294,-10.0609,-99.0294
786,58.4611,164.227,94.9704,21.4432,-71.7865,43.9794,-14.3352,-103.942
787,58.0889,173.937,101.419,27.516,-72.0217,44.0098,-18.345,-108.613
788,55.6347,32.4469,106.513,32.4469,-72.4799,54.3097,-12.5555,-103.281
789,50.8598,40.7946,110.381,36.3726,-73.366,64.578,-7.26272,-98.2571
790,45.577,48.8333,113.32,39.5634,-73.8638,74.8267,-2.39349,-93.5014
791,45.4959,56.5472,115.747,42.2891,-73.568,85.0386,2.1213,-88.9835
792,47.6129,63.6908,117.621,44.4416,-73.0114,95.321,6.42464,-84.5849
793,44.9233,70.2691,118.65,45.8221,-73.7398,105.621,10.3919,-80.4104
794,38.3395,76.433,118.761,46.4121,-74.4336,115.917,14.0296,-76.4767
795,32.0733,82.6023,118.43,46.664,-74.9227,126.096,17.2691,-72.8675
796,26.0676,88.7932,117.722,46.6106,-1.13834,136.256,25.4295,-65.8145
797,25.0153,95.0045,117.009,46.5117,-0.958011,146.415,33.0304,-59.0387
798,21.3955,101.119,116.002,46.1264,-1.63557,156.608,40.0833,-52.5463
799,19.5214,107.201,114.905,45.6165,-0.951261,166.788,46.6785,-46.3035
800,13.0385,113.149,113.307,44.6572,-75.2745,177.047,47.6828,-43.93
801,5.0471,119.002,111.171,43.2322,-0.780514,-37.9951,53.8542,-37.9951
802,0.890062,124.624,108.68,41.4183,-0.706749,-27.694,59.615,-32.2998
803,75.3439,130.006,111.352,43.0739,-44.3058,-17.3448,61.9652,-29.0044
804,71.1177,135.53,113.673,44.6297,-1.24314,-7.04016,67.124,-23.7699
805,74.7831,141.197,116.221,46.4495,-45.4415,3.07342,68.6501,-21.1408
806,74.796,147.292,118.99,48.616,-46.8242,13.1563,69.9439,-18.7574
807,74.3195,153.714,121.835,50.9901,-48.085,23.1985,71.0211,-16.6143
808,73.2823,160.889,125.109,53.9301,-49.5098,33.2628,71.9438,-14.6588
809,73.0795,168.902,128.919,57.5328,-0.185144,43.3294,76.2567,-10.387
810,71.939,178.147,133.528,62.085,-1.12667,53.5626,80.3567,-6.20628
811,72.7806,178.237,129.359,57.7645,-0.311524,53.6334,74.7758,-11.8428
812,73.2793,178.942,126.09,54.2771,-49.3705,53.7056,66.1527,-19.6184
813,73.579,51.4212,123.489,51.4212,-48.7002,53.7549,58.1588,-27.0272
814,73.8045,52.8698,121.358,48.9872,-48.0823,53.8125,50.7756,-34.0876
815,73.8633,54.4087,119.465,46.7966,-47.6133,53.8364,43.9106,-40.8067
816,73.7506,56.4015,118.118,45.1767,-0.310327,53.9458,40.9168,-44.7651
817,73.3557,58.7157,117.137,43.9524,-46.1299,53.9883,34.8631,-50.8123
818,73.8142,61.0888,116.311,42.8949,-0.0146158,54.066,32.4939,-54.2414
819,73.5277,63.6027,115.654,42.0416,-0.265304,54.1235,30.2543,-57.4779
820,73.2737,66.4408,115.327,41.5565,-46.6726,54.1937,24.9347,-62.7827
821,73.7676,69.6327,115.387,41.4819,-46.1756,54.2734,20.0311,-67.7809
822,74.0697,73.1515,115.767,41.7494,-0.0318983,54.3568,18.7042,-70.2482
823,74.4019,76.8359,116.298,42.2234,-44.2914,54.448,14.3793,-74.6898
824,75.0616,80.7518,117.053,42.9328,-43.9995,54.5467,10.3846,-78.8917
825,3.88686,84.2057,112.344,39.6993,-73.768,54.6612,4.60037,-84.2834
826,2.61383,87.9593,108.153,36.8196,-74.9392,54.7162,-0.9162,-89.5074
827,0.16794,92.3415,104.67,34.5264,-75.8559,54.7333,-6.14613,-94.5426
828,8.74011,97.1369,102.414,33.1346,-75.0701,65.0373,-1.38801,-89.4912
829,19.9332,101.847,101.021,32.259,-74.4013,75.2776,3.02454,-84.707
830,34.2218,106.303,100.49,31.8841,-1.05678,85.5614,12.3027,-76.479
831,43.1277,109.856,99.7782,31.1104,-72.3213,85.6197,6.43329,-81.8323
832,43.9054,112.431,98.262,29.496,-72.9171,85.7462,0.99636,-86.8763
833,43.555,114.302,96.1724,27.286,-72.3775,85.8591,-4.03478,-91.6464
834,44.8968,115.576,93.7681,24.6917,-72.6262,85.8964,-8.80151,-96.2565
835,45.6042,116.095,90.8792,21.5665,-72.4239,85.927,-13.2266,-100.607
836,46.3198,126.238,97.1926,27.7927,-71.8559,96.2558,-7.72488,-94.9093
837,45.315,135.614,102.281,32.9559,-72.3407,106.464,-2.75471,-89.6045
838,41.4273,144.524,106.308,37.2447,-73.1229,116.607,1.75263,-84.6397
839,41.6594,153.126,109.782,41.0438,-72.9367,126.757,5.96414,-79.8946
840,42.3095,161.19,112.558,44.1781,-0.658953,136.993,15.0203,-71.7207
841,42.6921,168.386,114.36,46.3502,-72.1635,147.255,18.4607,-67.3961
842,36.9717,175.209,115.288,47.7699,-73.8773,157.554,21.5752,-63.3431
843,28.9664,48.2707,115.156,48.2707,-74.9058,167.81,24.3599,-59.5903
844,23.6911,54.5182,114.564,48.3668,-73.8763,178.018,26.9765,-56.0313
845,18.7281,60.5669,113.481,48.0012,-1.07267,-49.0803,34.4927,-49.0803
846,17.6994,66.3815,112.183,47.3548,-0.574958,-38.8663,41.537,-42.383
847,11.454,72.0348,110.39,46.249,-2.64227,-28.6091,47.9836,-36.0422
848,3.63165,77.5043,108.003,44.604,-0.122793,-18.3325,54.1734,-29.8419
849,75.5559,82.7149,110.578,46.3141,-44.5125,-8.05794,56.8207,-26.1132
850,75.2844,87.8882,112.919,47.912,-0.0291378,2.16528,62.3488,-20.4424
851,75.6821,93.2481,115.297,49.6517,-44.7626,12.3645,64.3363,-17.2684
852,75.8221,98.772,117.671,51.4933,-46.4062,22.5028,66.0129,-14.4141
853,74.8638,104.54,120.039,53.4533,-46.9043,32.5508,67.4534,-11.8383
854,74.188,110.597,122.462,55.5771,-0.14323,42.5498,72.0207,-7.15655
855,73.3515,117.314,125.271,58.2027,-0.205241,52.5829,76.2956,-2.66772
856,72.8187,125.013,128.759,61.6179,-0.917695,62.72,80.3183,1.66452
857,72.4068,134.051,133.22,66.1288,-51.471,72.9833,80.6378,3.40273
858,74.0943,143.811,138.158,71.1892,-51.5076,73.0524,71.4519,-4.68949
859,75.3101,144.029,133.962,66.995,-0.0911346,73.1224,66.509,-9.88032
860,73.7982,144.859,130.522,63.5231,-50.4087,73.1274,58.3295,-17.3531
861,74.5662,146.172,127.827,60.7258,-50.3575,73.2316,50.8182,-24.3944
862,73.7304,148.263,125.984,58.7683,-50.2534,73.2749,43.7835,-31.1747
863,73.7236,151.02,124.89,57.5627,-0.120676,73.3325,40.7638,-35.1364
864,73.8031,154.481,124.532,57.1034,-0.126131,73.399,37.9633,-38.8635
865,74.1175,158.514,124.754,57.2421,-0.34361,73.4533,35.3323,-42.3933
866,74.51,163.012,125.42,57.8497,-47.3221,73.5379,29.6252,-48.0029
867,74.4702,167.96,126.455,58.871,-0.535587,73.677,27.6433,-50.9683
868,75.156,172.898,127.456,59.8803,-0.0590333,73.8214,25.8384,-53.7121
869,76.0703,178.065,128.665,61.1191,-44.3686,73.9393,21.0336,-58.4841
870,2.65926,58.6826,124.653,58.6826,-75.247,74.0528,14.3995,-64.5398
871,6.72681,63.8501,121.204,56.5162,-75.7699,74.1567,8.18429,-70.3385
872,13.8512,69.0165,118.494,54.7632,-76.0301,74.2545,2.38019,-75.8734
873,22.4948,74.1844,116.58,53.4867,-75.6991,74.3171,-3.02713,-81.1535
874,24.6565,79.3574,114.956,52.352,-76.0018,74.3895,-8.06797,-86.1784
875,29.1226,84.4493,113.683,51.3669,-74.7827,74.5043,-12.6313,-90.8729
876,37.2729,89.1117,112.671,50.4235,-0,74.6008,-11.6573,-91.6196
877,44.2166,93.1591,111.643,49.2747,-0.0119131,74.6797,-10.7688,-92.2607
878,51.8351,96.709,110.758,48.0882,-72.9788,74.9109,-14.9085,-96.2409
879,56.4789,99.4224,109.482,46.3871,-71.3275,85.1815,-9.30614,-90.3902
880,56.4907,101.041,107.277,43.7322,-71.7671,95.3476,-4.22396,-84.9398
881,61.1691,101.464,104.443,40.3313,-69.603,105.439,0.584796,-79.6936
882,59.7307,111.016,110.197,45.7258,-71.5628,115.569,4.95533,-74.7564
883,55.4005,119.602,114.346,49.7343,-0.54094,125.613,13.9117,-66.6289
884,50.1915,127.475,117.178,52.6182,-0.871381,135.646,22.2074,-58.8673
885,51.0775,134.803,119.366,54.8811,-1.00452,145.758,29.9866,-51.3694
886,49.4026,141.608,120.797,56.4495,-73.4759,155.882,32.1592,-47.7665
887,43.4923,147.991,121.321,57.2378,-0.756851,165.972,39.2386,-40.8055
888,40.4841,153.698,120.971,57.1868,-0.839091,176.285,46.025,-33.9401
889,34.6884,159.054,119.912,56.5004,-75.2146,-31.2033,46.9921,-31.2033
890,22.4627,164.398,118.06,55.2135,-75.4019,-20.9625,47.9485,-28.5783
891,13.3187,169.689,115.649,53.4558,-0.824038,-10.7046,54.0742,-22.426
892,9.06594,175.135,113.253,51.6873,-75.3313,-0.392514,54.6061,-20.187
893,4.65414,49.8228,110.789,49.8228,-0.67965,9.91874,60.3256,-14.421
894,74.9184,55.3029,113.374,51.4419,-0.251928,20.2378,65.6819,-8.8968
895,74.6867,60.8551,115.83,53.0592,-0.121856,30.5297,70.6471,-3.65748
896,74.3701,67.0973,118.733,55.257,-44.6058,40.8036,72.1341,-0.888797
897,75.0548,73.6235,121.745,57.6625,-0.203908,50.979,76.5336,3.79832
898,74.3664,80.0948,124.446,59.8837,-0.78414,61.1587,80.5884,8.23067
899,74.434,86.6596,127.051,62.0999,-45.7057,71.2922,81.172,10.1712
900,74.7084,93.0668,129.345,64.0817,-0.0667793,81.3546,84.8433,14.1526
901,73.7407,99.8968,131.805,66.3284,-0.176961,91.3935,88.2281,17.8954
902,73.3322,107.248,134.548,68.9444,-0.00400529,101.447,91.4014,21.4573
903,73.242,115.325,137.769,72.1231,-1.25496,111.687,94.4389,24.9415
904,73.4213,124.29,141.602,75.9998,-49.9963,111.692,84.3335,16.0939
905,73.405,133.866,145.734,80.2602,-0.274046,111.74,78.4553,10.1169
906,73.6189,144.073,150.178,84.9153,-49.8081,111.807,69.539,1.99806
907,73.8565,144.485,145.219,80.0318,-0.0124329,111.86,64.72,-3.31854
908,73.6537,145.423,141.081,75.875,-49.5998,111.909,56.7632,-10.8224
909,73.4501,146.951,137.769,72.4694,-49.8414,111.944,49.3327,-18.0213
910,73.5455,149.293,135.451,69.9854,-0.130271,111.983,45.9069,-22.4603
911,73.3834,152.466,134.057,68.4085,-0.141032,112.053,42.7492,-26.6306
912,73.9992,156.441,133.55,67.7263,-0.430798,112.099,39.7692,-30.5869
913,75.0703,160.602,133.326,67.3182,-0.957183,112.236,37.0454,-34.2551
914,74.1842,165.001,133.277,67.1192,-0.0650505,112.356,34.5592,-37.6823
915,74.9118,169.66,133.525,67.2196,-45.0623,112.515,29.1337,-43.0947
916,74.9899,174.696,134.11,67.6843,-44.8005,112.666,24.0985,-48.2347
917,0.342183,179.835,129.526,64.5437,-75.442,112.781,17.2377,-54.6634
918,7.68291,61.8914,125.806,61.8914,-75.4935,112.85,10.8112,-60.8401
919,11.0006,67.0586,122.575,59.4846,-75.4331,112.862,4.78452,-66.7738
920,15.958,72.159,119.855,57.3344,-75.0103,123.187,8.80116,-62.5969
921,22.6431,76.9354,117.492,55.2743,-0.354715,123.229,8.19955,-64.723
922,27.5062,81.3735,115.321,53.2065,-1.81807,123.383,7.64172,-66.6496
923,33.1793,85.5076,113.416,51.2077,-2.42024,123.605,7.14389,-68.3882
924,40.1533,89.4703,111.972,49.4736,-74.4163,123.695,1.51841,-73.6637
925,45.4029,92.823,110.431,47.4956,-72.3437,134.025,5.95464,-68.8438
926,53.2666,95.3216,108.753,45.188,-0.570744,144.333,15.0849,-60.7405
927,53.4428,97.1358,106.568,42.3618,-72.1413,144.499,9.13318,-66.1593
928,56.2235,97.9972,103.845,38.9179,-71.3023,144.575,3.57324,-71.359
929,53.1472,108.18,109.767,44.3683,-71.7328,144.598,-1.67721,-76.3743
930,50.1184,117.614,114.364,48.6938,-72.5505,154.933,2.97367,-71.3759
931,49.9467,126.328,117.96,52.1171,-72.2341,165.204,7.2611,-66.6693
932,49.1911,134.347,120.603,54.6699,-72.5741,175.403,11.1576,-62.2862
933,47.5612,141.922,122.535,56.5886,-73.7747,-58.185,14.7014,-58.185
934,44.3873,149.111,123.751,57.8809,-73.9493,-47.969,17.9967,-54.2967
935,40.5914,155.613,123.976,58.2538,-72.808,-37.6971,21.1932,-50.5117
936,33.0484,161.631,123.208,57.7597,-74.6158,-27.3924,24.0699,-46.9916
937,29.3557,167.409,122.012,56.8426,-74.6579,-17.0378,26.7888,-43.6399
938,22.4522,173.088,120.324,55.5091,-0.131266,-6.73624,34.4848,-36.8507
939,14.0559,178.651,118.059,53.6813,-0.59442,3.60484,41.6465,-30.3528
940,6.92829,51.5241,115.403,51.5241,-74.8145,13.9328,43.0992,-27.8098
941,8.11676,57.1889,113.162,49.6382,-75.4518,24.2195,44.3673,-25.5075
942,4.98355,62.6587,110.676,47.4675,-0.457511,34.5201,50.8091,-19.6442
943,75.4389,67.8882,113.073,48.6216,-44.2263,44.7959,53.7131,-16.238
944,75.4639,73.0565,115.247,49.6861,-45.4434,54.9873,56.2502,-13.1664
945,75.8229,78.2843,117.349,50.7921,-44.9436,65.198,58.6625,-10.2369
946,74.7815,83.6782,119.386,51.9746,-46.5193,75.3313,60.7238,-7.6336
947,75.5338,89.0387,121.301,53.126,-0.483764,85.3464,65.7533,-3.03033
948,74.1018,94.7742,123.331,54.4959,-49.1071,95.2753,66.947,-1.17051
949,74.9618,101.001,125.736,56.3493,-50.4514,105.266,68.0208,0.570688
950,72.7651,108.564,129.062,59.2952,-1.35044,115.43,72.6172,4.77673
951,74.6474,117.431,133.499,63.4404,-51.1925,115.49,64.0057,-3.30062
952,72.3564,127.436,138.524,68.3605,-51.582,115.552,55.9728,-11.037
953,74.2198,127.689,134.257,63.8618,-2.58008,115.599,51.9177,-16.0212
954,74.3103,128.712,131.013,60.3333,-0.554702,125.838,57.7673,-10.9576
955,74.1,130.131,128.349,57.3576,-0.740771,136.034,63.1539,-6.18471
956,74.4061,132.386,126.67,55.356,-1.21132,146.233,68.133,-1.66094
957,73.9416,135.53,125.903,54.2933,-50.4558,156.469,69.3515,0.24073
958,74.6085,139.419,125.929,54.0375,-0.691197,166.725,73.9859,4.47525
959,74.8488,143.85,126.474,54.3322,-0.598201,177.052,78.3701,8.56084
960,74.5957,148.425,127.097,54.7633,-0.781011,177.125,72.8966,2.68587
961,74.7969,152.971,127.664,55.1729,-0.0691405,177.267,67.9217,-2.79985
962,75.2387,157.439,128.15,55.5314,-44.8845,177.402,60.1503,-10.2322
963,75.4016,161.952,128.655,55.9403,-0.00685704,177.564,56.0899,-15.0849
964,75.0565,167.054,129.647,56.891,-43.9553,177.675,49.19,-21.9017
965,4.90998,172.137,125.643,54.3269,-75.5982,177.752,40.5265,-29.9984
966,7.17806,177.306,122.157,52.0375,-75.5357,177.778,32.4262,-37.7824
967,14.1934,50.1665,119.427,50.1665,-75.6416,-35.418,34.5006,-35.418
968,22.1384,55.3362,117.425,48.7479,-75.3,-35.4137,26.8185,-43.0158
969,28.305,60.1046,115.621,47.2969,-2.13918,-35.3089,24.8889,-46.5571
970,32.9475,64.4367,113.863,45.7173,-0.314251,-35.1259,23.2949,-49.7158
971,36.3296,68.4894,112.204,44.1044,-74.6677,-34.9519,16.5993,-56.3583
972,42.7019,72.3523,110.932,42.6989,-73.6408,-34.9361,10.2972,-62.7886
973,49.2856,75.5549,109.595,41.0624,-72.616,-24.6252,14.0825,-59.0721
974,65.1874,78.2744,109.015,39.8393,-9.26469,-23.9787,13.0493,-61.6092
975,54.534,79.6232,106.456,35.7389,-4.24714,-23.7582,12.0437,-65.3719
976,50.7208,79.658,102.587,31.5314,-70.5702,-23.5299,6.47309,-70.9556
977,51.9418,89.2566,107.969,36.7045,-73.2087,-13.2149,10.4882,-66.8025
978,48.0517,98.3549,112.236,40.9834,-73.0001,-3.13554,14.0179,-63.0536
979,48.9628,107.261,116.089,44.924,-1.71494,7.03834,22.3783,-55.8493
980,46.2246,115.686,119.034,48.077,-72.7063,17.3266,25.2904,-52.3865
981,46.3164,123.689,121.387,50.6763,-73.653,27.5877,27.9072,-49.1858
982,46.4254,131.087,123.019,52.5722,-72.4549,37.8996,30.472,-46.0584
983,43.5746,137.879,123.775,53.6525,-73.5467,48.172,32.744,-43.2008
984,40.0138,144.145,123.739,53.9926,-73.8508,58.4529,34.8436,-40.5198
985,33.228,150.149,122.987,53.7168,-74.7844,68.725,36.7227,-38.0571
986,27.0869,156.056,121.768,53.0402,-74.9662,78.9171,38.3831,-35.8339
987,19.3613,161.871,120.007,51.8979,-75.0518,89.138,39.9481,-33.7373
988,14.829,167.552,117.928,50.4347,-0.61525,99.3876,46.6408,-28.0554
989,7.80766,173.235,115.504,48.6655,-75.0285,109.675,47.691,-26.2879
990,6.50154,178.776,113.027,46.7436,-75.3195,119.987,48.6709,-24.6468
991,2.10859,44.3936,110.151,44.3936,-75.3092,130.292,49.5762,-23.1377
992,75.8334,50.2003,113.149,46.2987,-44.0907,140.528,52.5384,-20.2717
993,74.2494,55.7587,115.595,47.8209,-45.6671,150.799,55.2165,-17.614
994,74.2641,61.2783,117.835,49.2603,-46.1558,160.944,57.5549,-15.2527
995,74.1929,67.1774,120.267,51.0064,-46.4878,170.988,59.6128,-13.1507
996,74.8714,73.1964,122.687,52.837,-47.6199,-11.2137,61.4692,-11.2137
997,73.4294,79.6489,125.24,54.9384,-48.8602,-1.2357,63.0257,-9.55118
998,73.6437,87.0095,128.473,57.8071,-0.440339,8.89569,68.0053,-5.48578
999,72.5636,95.452,132.411,61.5397,-0.956579,19.1539,72.718,-1.50221
