"time","xAngle","gyroXangle","compAngleX","kalAngleX","yAngle","gyroYangle","compAngleY","kalAngleY"
333,34.9557,64.7718,111.135,49.6634,-0.371262,-25.5352,33.4396,-42.6569
334,31.2451,70.5813,110.945,49.9051,-1.51296,-15.4055,40.4136,-36.3625
335,25.6944,76.5003,110.482,49.9573,-3.42332,-5.25747,46.7826,-30.4123
336,14.6916,82.3706,109.236,49.3985,-3.57641,4.93565,52.7371,-24.6912
337,9.19018,88.4874,107.922,48.7973,-75.1216,15.1859,53.3198,-22.7169
338,6.42365,94.6315,106.531,48.0785,-1.22787,25.4836,59.0782,-17.1905
339,1.77107,100.873,105.003,47.2208,-1.84714,35.7963,64.4043,-11.9383
340,75.0998,106.853,108.471,49.7405,-44.1806,46.1124,66.3973,-9.0245
341,74.3234,113.553,112.311,52.8054,-44.6166,56.3631,68.1595,-6.3703
342,72.5325,120.04,115.56,55.4449,-46.6163,66.6427,69.6852,-3.95686
343,72.8277,126.687,118.75,58.1372,-46.3237,76.8057,71.0162,-1.79606
344,73.3641,133.545,121.951,60.9369,-46.8647,86.9338,72.1837,0.156028
345,72.5565,141.032,125.457,64.1702,-47.9346,97.0121,73.1482,1.87153
346,72.0456,149.324,129.429,67.9892,-0.445049,107.141,77.4167,5.85068
347,72.0671,158.72,134.152,72.6753,-0.643113,117.442,81.5322,9.78116
348,72.9685,168.832,139.273,77.8543,-48.7906,127.765,82.0102,11.1508
349,72.7751,169.457,135.2,73.746,-0.0394849,127.816,76.3144,5.04309
350,72.5972,170.586,131.868,70.3069,-48.1856,127.879,67.6577,-3.13946
351,73.2872,172.172,129.242,67.4887,-47.5379,127.934,59.6453,-10.9596
352,73.107,174.165,127.166,65.2102,-0.04151,128,55.5286,-16.0462
353,73.1692,176.404,125.468,63.2804,-0.0370225,128.068,51.7022,-20.8759
354,73.5698,178.817,124.079,61.6529,-46.0335,128.133,44.9207,-27.7078
355,73.4675,60.3176,122.983,60.3176,-46.0462,128.205,38.6207,-34.2142
356,73.3978,63.4222,122.4,59.5085,-0.0290649,128.253,35.9591,-38.1572
357,74.2322,66.7455,122.119,59,-0.197521,128.309,33.4806,-41.8715
358,2.16036,69.7946,116.557,54.7086,-74.5873,128.392,25.9931,-49.0146
359,4.05189,72.7191,111.402,50.5563,-74.2879,128.454,19.0306,-55.8336
360,1.51634,75.6583,106.443,46.4553,-0.175423,128.536,17.7625,-58.6499
361,5.53357,78.5649,102.083,42.6861,-74.3603,128.564,11.3398,-64.9883
362,7.51462,81.533,98.2231,39.2234,-74.3766,128.634,5.40509,-70.9851
363,11.7832,84.5259,94.9557,36.1369,-74.3656,128.708,-0.109615,-76.6848
364,12.5163,87.4708,91.9237,33.1715,-1.86637,128.782,-0.16379,-78.5179
365,16.698,90.4472,89.4259,30.5694,-74.4732,128.851,-5.30177,-83.7848
366,18.6993,93.5038,87.3177,28.2508,-74.3389,128.916,-10.0734,-88.788
367,22.6874,96.5815,85.6559,26.2425,-74.6038,129.007,-14.5064,-93.5348
368,26.6385,99.6338,84.3633,24.4682,-74.3807,129.09,-18.6206,-98.0645
369,30.4325,102.575,83.3234,22.8857,-0.0752505,129.15,-17.2661,-98.6694
370,34.8051,105.403,82.5571,21.507,-74.1271,129.228,-21.1738,-102.789
371,42.5735,107.804,81.9912,20.1884,-72.8646,129.291,-24.7342,-106.629
372,49.5855,109.451,81.2545,18.5834,-71.8884,129.328,-28.0005,-110.227
373,51.3434,110.062,79.7291,16.1921,-71.2825,139.686,-21.3967,-103.767
374,51.3634,120.019,87.0032,22.8373,-71.6946,150.038,-15.2902,-97.621
375,49.6542,129.21,92.9371,28.3692,-72.5871,150.051,-19.2891,-101.626
376,47.1418,137.675,97.6038,32.833,-72.1934,160.406,-13.3623,-95.5548
377,42.7425,145.326,100.878,36.0953,-72.7647,160.412,-17.5149,-99.6293
378,39.8996,152.383,103.173,38.4943,-73.4829,170.787,-11.7842,-93.6608
379,34.1691,159.022,104.517,40.0792,-74.0325,-87.9914,-6.47054,-87.9914
380,31.1492,165.466,105.374,41.2577,-74.3649,-77.6706,-1.62484,-82.6657
381,25.1167,171.618,105.477,41.791,-75.1681,-67.3453,2.82969,-77.6331
382,21.7058,177.709,105.278,42.0554,-74.7798,-57.0407,6.98025,-72.8482
383,13.761,41.8947,104.534,41.8947,-0.0133488,-46.705,16.1029,-64.5645
384,5.94465,48.1497,103.45,41.4891,-75.3204,-36.3883,19.2978,-60.3786
385,0.292973,54.611,102.238,40.9902,-0.331181,-26.021,27.5654,-52.6461
386,74.312,61.0508,106.272,44.1259,-0.570053,-15.6408,35.2495,-45.2483
387,73.9709,67.7109,110.205,47.3263,-45.2348,-5.28882,39.2429,-40.4165
388,73.9464,74.6106,114.084,50.6185,-45.3554,5.06684,42.9518,-35.8317
389,73.8844,81.6182,117.787,53.8705,-45.3324,15.3859,46.3686,-31.5144
390,73.7327,89.0227,121.589,57.3494,-0.349135,25.7277,52.7163,-25.1729
391,73.6129,96.7486,125.416,60.9685,-0.0771665,36.0896,58.6573,-19.0928
392,73.4499,104.894,129.353,64.811,-46.5059,46.4249,60.9077,-15.6214
393,72.7078,113.334,133.237,68.7092,-0.238085,56.7554,66.2348,-10.0686
394,72.4865,122.295,137.318,72.9064,-0.545592,67.0833,71.1652,-4.79441
395,73.2723,131.924,141.791,77.5721,-48.0079,77.4298,72.4453,-2.1096
396,72.0685,142.22,146.485,82.5724,-0.188002,77.4307,67.3618,-7.06726
397,73.0015,142.884,141.959,78.2107,-48.3883,77.472,59.2978,-14.1195
398,72.5822,144.109,138.241,74.5686,-48.0085,77.5274,51.8378,-20.8252
399,72.8194,145.826,135.259,71.5893,-47.6426,77.5845,44.9273,-27.1995
400,73.0142,148.047,132.968,69.2446,-0.0381537,77.6425,41.8337,-30.9201
401,72.9587,150.887,131.408,67.6079,-47.631,77.7076,35.6317,-36.7762
402,73.5698,154.316,130.549,66.6467,-0.264246,77.7998,33.2047,-39.9799
403,74.0037,158.268,130.266,66.2579,-0.0944596,77.8815,30.9497,-42.9898
404,74.8299,162.525,130.344,66.2277,-44.515,77.9825,25.7612,-47.9923
405,4.1403,166.872,125.552,62.7861,-0.026017,78.0868,24.053,-50.5396
406,13.0631,170.93,121.452,59.6319,-74.316,78.1497,17.2257,-56.632
407,11.8019,174.596,117.186,56.1504,-1.65892,78.2253,15.9741,-58.8319
408,8.92514,178.207,112.966,52.6072,-74.7279,78.298,9.69257,-64.4914
409,7.25178,49.3686,109.17,49.3686,-0.0524089,78.3803,9.08691,-66.1707
410,14.6724,53.5606,106.454,46.8986,-75.2498,78.4729,3.26949,-71.4437
411,26.2319,57.7217,104.708,45.0839,-74.7309,78.5595,-2.11004,-76.4191
412,34.3788,61.4937,103.293,43.3778,-73.8266,78.6043,-7.08849,-81.1391
413,39.6575,64.7836,101.898,41.5468,-73.179,78.6322,-11.6889,-85.6071
414,44.0817,67.337,100.226,39.329,-72.7138,89.0091,-6.31008,-79.9781
415,47.9044,69.2401,98.3332,36.7966,-72.4931,89.0914,-10.8664,-84.3951
416,48.6739,70.3087,95.8509,33.6464,-71.936,89.1796,-15.0592,-88.5475
417,48.351,70.629,92.8237,29.9377,-72.1708,89.2446,-18.9966,-92.5138
418,47.6847,80.6164,98.9524,35.5837,-72.2674,89.2479,-22.7225,-96.3292
419,44.879,89.941,103.839,40.1908,-72.8484,99.6044,-16.5997,-90.1232
420,41.9813,98.7486,107.7,43.9412,-72.8778,109.934,-10.933,-84.234
421,42.0714,106.911,110.697,46.896,-73.1174,120.309,-5.63661,-78.5933
422,40.6354,114.553,112.9,49.1337,-73.1693,130.68,-0.719355,-73.2344
423,38.2406,121.621,114.247,50.5878,-73.497,141.044,3.8249,-68.165
424,34.8631,128.165,114.776,51.2954,-73.6958,151.374,8.00559,-63.3907
425,28.7372,134.394,114.546,51.3493,-74.8521,161.679,11.7887,-58.9445
426,24.517,141.276,114.644,51.1446,-0.959754,173.314,21.7171,-50.4314
427,18.6917,147.159,113.399,50.3046,-0.296364,-42.8868,29.7792,-42.8868
428,16.5341,152.926,111.982,49.2783,-0.398945,-32.6205,37.2143,-35.7233
429,6.78637,158.676,109.966,47.7743,-75.7267,-22.2669,38.9373,-32.5521
430,75.0225,164.385,112.829,49.6818,-0.0613288,-11.9638,45.7893,-25.8439
431,74.7541,170.038,115.421,51.4453,-44.9927,-1.64764,49.0286,-21.6748
432,74.7742,175.645,117.79,53.1058,-45.2214,8.59521,51.9569,-17.8097
433,74.5166,55.2484,120.521,55.2484,-0.239495,18.8524,57.8423,-11.9104
434,74.671,61.6249,123.242,57.4846,-46.3936,29.0454,60.0254,-8.64711
435,74.4194,68.3263,126.057,59.9232,-46.7774,39.1816,61.9758,-5.65119
436,73.9602,75.4199,129.007,62.6001,-47.9874,49.2741,63.6645,-2.94608
437,72.7392,83.3446,132.438,65.8876,-0.514183,59.4235,68.6109,1.99903
438,72.1333,92.3098,136.555,69.9764,-0.402524,69.6996,73.3366,6.82193
439,72.7021,102.209,141.291,74.7791,-0.16154,79.9903,77.7622,11.4243
440,73.7332,102.304,136.651,70.0447,-0.911759,79.9938,72.2583,5.94172
441,72.7132,102.905,132.734,66.0007,-48.9734,80.0491,63.8235,-1.58704
442,72.9713,104.095,129.657,62.7422,-0.0439453,80.1056,59.4053,-6.35069
443,73.0798,105.824,127.305,60.1744,-0.143684,80.1624,55.2897,-10.8757
444,73.1173,108.141,125.666,58.3041,-0.17811,80.2464,51.485,-15.1444
445,73.4996,110.956,124.633,57.0331,-47.8079,80.3644,44.6443,-21.5151
446,73.8327,114.062,123.966,56.1306,-46.7577,80.4521,38.3278,-27.5734
447,73.6254,117.394,123.54,55.4968,-0.0662444,80.5239,35.7069,-31.0476
448,73.9927,121.036,123.459,55.2231,-46.0795,80.6143,30.0659,-36.5835
449,74.2845,124.965,123.671,55.2681,-45.4483,80.7225,24.8806,-41.8045
450,74.644,128.983,123.975,55.4288,-0.0207279,80.8244,23.2323,-44.5292
451,0.711385,133.074,119.152,52.0119,-75.0326,80.9061,16.4297,-50.8083
452,2.75786,137.236,114.874,48.8854,-74.9143,80.987,10.1108,-56.7935
453,3.80078,141.536,111.099,46.0566,-0.586336,81.0794,9.44797,-58.8094
454,8.66904,146.042,108.119,43.7622,-75.6253,81.1566,3.56459,-64.4026
455,14.7114,150.74,105.95,42.0318,-75.3218,81.2285,-1.89057,-69.7184
456,27.0226,155.302,104.667,40.8413,-74.4673,81.2705,-6.93192,-74.763
457,31.4466,159.659,103.594,39.7229,-75.2731,81.3253,-11.6648,-79.5835
458,38.3858,163.694,102.782,38.6829,-73.8511,81.3492,-15.9956,-84.1277
459,43.2365,167.379,102.04,37.606,-0.286754,81.4345,-14.8166,-84.7359
460,48.0501,170.479,101.144,36.2692,-72.5223,81.5327,-18.7648,-88.7976
461,49.4399,172.862,99.7411,34.397,-73.066,81.656,-22.4512,-92.6459
462,51.3297,174.572,97.9424,32.0798,-72.4296,81.7479,-25.8642,-96.2892
463,51.6455,175.581,95.6402,29.249,-72.285,81.8034,-29.062,-99.7534
464,50.1012,175.812,92.6678,25.7635,-72.5303,92.0195,-22.6039,-93.3748
465,51.26,31.7667,99.0204,31.7667,-0.49084,102.279,-11.5144,-83.6884
466,47.0251,41.187,104.142,36.7781,-0.587036,112.503,-1.24096,-74.4459
467,47.2529,50.1593,108.504,41.1386,-73.0056,122.738,3.25336,-69.1608
468,48.497,58.7334,112.277,44.9566,-72.014,122.794,-1.96326,-73.7814
469,48.9291,66.5243,115.088,47.8805,-72.8262,133.114,2.67409,-68.4416
470,47.5966,73.6658,117.005,49.9766,-73.0851,143.38,6.91818,-63.435
471,41.6068,80.289,117.887,51.1798,-73.4688,153.584,10.781,-58.7608
472,36.6937,86.2867,117.781,51.4771,-0.0241356,163.878,19.5984,-50.6155
473,27.7009,91.9797,116.77,51.0111,-0.631668,174.188,27.7703,-42.843
474,22.1851,97.5074,115.29,50.1123,-75.2563,-39.0994,30.1556,-39.0994
475,16.0727,103.033,113.484,48.9198,-0.662021,-28.7587,37.6151,-31.8746
476,9.89593,108.603,111.413,47.5044,-75.4809,-18.4456,39.2896,-28.6921
477,4.68091,114.276,109.217,45.9633,-75.1857,-8.12207,40.8772,-25.6861
478,75.1412,120.084,112.233,48.0728,-43.9943,2.19633,44.5323,-21.3366
479,74.7923,126.076,115.185,50.2631,-44.3329,12.522,47.9146,-17.23
480,74.5856,132.048,117.897,52.3367,-44.7848,22.8274,51.0097,-13.3948
481,75.1529,137.86,120.31,54.2053,-44.6521,33.0741,53.8428,-9.82558
482,72.397,144.003,122.67,56.1814,-0.547567,43.3672,59.6081,-4.23876
483,74.031,150.253,125.077,58.2576,-47.4,53.5798,61.6152,-1.31597
484,73.8262,156.961,127.728,60.67,-47.9046,63.7465,63.4038,1.35089
485,73.8067,164.405,130.876,63.6732,-0.203624,73.8807,68.3762,6.16714
486,73.5497,172.458,134.353,67.1048,-49.1075,84.1281,69.6824,8.43096
487,71.6583,71.2018,138.359,71.2018,-0.923439,84.1512,64.7614,3.19008
488,73.5571,81.0565,142.987,75.9677,-0.287598,84.1706,60.2261,-1.77826
489,72.9549,81.2783,138.292,71.3214,-0.058099,84.2141,56.0467,-6.45315
490,73.3614,82.1342,134.542,67.5295,-49.3982,84.2846,48.7311,-13.3034
491,73.3428,83.5633,131.587,64.471,-48.9898,84.3473,41.9489,-19.8386
492,73.4222,85.4954,129.313,62.0555,-48.7313,84.3981,35.6485,-26.0745
493,73.352,87.9662,127.693,60.2797,-0.0951576,84.4547,33.1991,-29.6126
494,73.4098,91.0193,126.733,59.1595,-0.0896722,84.5351,30.9437,-32.9264
495,73.7039,94.507,126.264,58.5355,-0.181535,84.6113,28.8357,-36.055
496,74.1695,98.3158,126.16,58.2847,-0.173133,84.7008,26.8884,-38.9827
497,74.253,102.406,126.331,58.3326,-45.9891,84.7901,21.87,-43.9945
498,74.6088,106.777,126.775,58.6762,-44.9222,84.906,17.3023,-48.6827
499,74.9703,111.277,127.334,59.1591,-0,85.011,16.1889,-50.9265
500,4.8406,115.75,122.919,56.1411,-75.2845,85.0861,9.85552,-56.7607
501,9.39005,119.944,118.872,53.186,-74.7865,85.166,4.00492,-62.2936
502,10.622,124.008,115.074,50.2732,-74.8527,85.2308,-1.45484,-67.5834
503,14.5608,128.276,112.008,47.8292,-75.0094,85.3071,-6.53271,-72.6422
504,20.7349,132.489,109.537,45.7527,-75.0031,85.3972,-11.2419,-77.4154
505,25.4572,136.592,107.467,43.8872,-74.7908,85.4788,-15.6145,-81.9456
506,30.4039,140.572,105.774,42.2203,-74.6968,85.5591,-19.6755,-86.2462
507,35.1971,144.333,104.331,40.6554,-74.3272,85.6344,-23.4311,-90.308
508,40.068,147.814,103.07,39.1378,-73.903,85.6987,-26.9043,-94.144
509,43.7168,150.836,101.726,37.4407,-73.586,85.7655,-30.11,-97.7529
510,46.5319,153.414,100.259,35.5463,-73.452,85.8079,-33.1044,-101.181
511,49.7542,155.512,98.6754,33.4584,-73.0325,85.8624,-35.8487,-104.383
512,51.7196,156.945,96.7214,30.9295,-72.7047,85.9148,-38.3799,-107.408
513,52.4463,157.706,94.3299,27.9619,-72.4493,85.9612,-40.7216,-110.224
514,53.6349,157.788,91.5576,24.5824,-72.4143,86.0098,-42.8948,-112.857
515,53.319,167.496,97.9093,30.5296,-72.4397,86.0514,-44.9244,-115.332
516,52.8959,176.503,103.134,35.5188,-72.4741,86.0585,-46.8462,-117.678
517,52.295,39.5942,107.312,39.5942,-72.4056,96.3892,-39.0279,-110.048
518,50.9877,47.1425,110.389,42.6828,-72.6411,106.702,-31.7896,-102.79
519,47.7169,54.0365,112.413,44.8443,-73.3306,116.994,-25.1259,-95.9159
520,43.325,60.4195,113.513,46.1972,-73.9271,127.288,-18.9686,-89.3898
521,34.4414,66.468,113.603,46.7251,-74.869,137.564,-13.3255,-83.2351
522,27.0428,72.5845,113.232,46.9081,-75.0935,147.772,-8.15549,-77.4576
523,25.0345,78.7355,112.779,46.9834,-1.77673,157.974,1.77924,-68.3572
524,19.9754,84.8622,111.981,46.751,-0.155035,168.223,11.1752,-59.5296
525,15.2911,90.9269,110.852,46.225,-1.30968,178.487,19.8468,-51.1167
526,9.76121,97.0425,109.464,45.4838,-75.1843,-46.7035,22.7535,-46.7035
527,6.46077,103.148,107.932,44.5563,-1.15668,-36.3656,30.6941,-38.8314
528,75.1527,109.237,111.3,47.0263,-0.365513,-26.0111,38.1495,-31.255
529,74.5265,115.35,114.411,49.4054,-44.5679,-15.6786,41.9686,-26.2216
530,74.0663,121.579,117.38,51.7808,-45.1115,-5.37839,45.4521,-21.5082
531,72.5303,128.205,120.402,54.362,-0.0572323,4.91751,51.8417,-14.8232
532,73.5717,134.961,123.407,57.0056,-46.58,15.1501,54.4685,-10.8183
533,73.566,142.013,126.477,59.816,-46.6961,25.3813,56.9019,-7.05096
534,73.3989,149.252,129.493,62.6703,-46.7822,35.5616,59.1118,-3.55729
535,73.6987,156.617,132.438,65.5288,-0.0781776,45.7372,64.4317,2.02987
536,73.5348,164.222,135.386,68.4743,-0.133235,55.932,69.3934,7.3562
537,73.1994,172.206,138.459,71.6229,-0.286002,66.1845,74.0506,12.4585
538,72.9689,75.0794,141.763,75.0794,-0.450363,76.4982,78.4273,17.3479
539,73.2005,84.2035,145.449,78.9858,-0.0408783,86.8284,82.5416,22.016
540,73.5828,93.8971,149.434,83.251,-49.3967,86.833,73.3102,14.1751
541,73.1171,104.135,153.613,87.792,-49.4888,97.1405,74.3003,16.4535
542,73.7411,104.613,148.466,82.8486,-0.137591,107.427,78.656,20.9799
543,73.9263,105.43,144.008,78.4741,-49.3379,107.47,69.7361,13.0939
544,72.9018,106.893,140.391,74.8737,-0.143488,107.521,64.8922,7.97956
545,73.3861,108.895,137.563,71.9883,-0.112426,107.578,60.3954,3.12009
546,73.5979,111.421,135.434,69.7539,-0.00792503,107.655,56.2387,-1.47899
547,73.4714,114.428,133.894,68.0835,-0.0232862,107.75,52.3882,-5.83482
548,73.9458,117.789,132.823,66.8618,-47.1236,107.838,45.5041,-12.3031
549,74.1057,121.317,131.994,65.8707,-0.175157,107.944,42.4054,-16.1485
550,74.2463,125.01,131.386,65.1017,-45.2861,108.035,36.3519,-22.0308
551,74.671,128.663,130.813,64.3628,-0.196755,108.145,33.8956,-25.3975
552,74.6352,132.168,130.141,63.5265,-43.9488,108.252,28.546,-30.7406
553,1.49842,135.524,124.256,58.9847,-74.5662,108.336,21.4066,-37.3664
554,3.30697,138.796,118.833,54.6261,-74.4973,108.404,14.7564,-43.71
555,4.04678,142.153,113.92,50.5544,-0.0633765,108.497,13.8049,-46.0665
556,7.06829,145.584,109.631,46.8611,-74.57,108.564,7.68115,-51.9693
557,9.10576,149.1,105.865,43.4952,-74.9938,108.664,1.98687,-57.5914
558,11.0623,152.92,102.78,40.6465,-0.696938,108.77,1.89804,-59.2765
559,22.4763,156.774,100.744,38.5113,-74.0398,108.863,-3.33139,-64.4593
560,19.7701,160.689,98.7163,36.3897,-0,108.957,-3.01107,-65.7368
561,26.8689,164.712,97.4287,34.813,-0.313557,109.037,-2.74703,-66.9174
562,32.8641,168.667,96.587,33.5342,-74.8238,109.093,-7.74089,-71.6875
563,35.5704,172.49,95.8709,32.3272,-74.5897,109.155,-12.3622,-76.2057
564,41.7737,176.069,95.4128,31.2582,-0.100779,109.224,-11.44,-76.8126
565,46.7902,179.22,94.9397,30.0919,-73.1209,109.232,-15.7504,-80.9855
566,54.5005,28.9588,94.6295,28.9588,-2.39586,109.324,-14.7296,-81.3714
567,58.511,30.9776,93.9787,27.4495,-71.6313,109.368,-18.6724,-85.1304
568,59.8344,32.0974,92.6299,25.2508,-71.6212,109.384,-22.3637,-88.7194
569,61.599,32.1915,90.5453,22.3071,-71.446,119.651,-16.2512,-82.3603
570,57.4003,41.7163,97.0832,28.3005,-1.71939,129.899,-5.70317,-72.8796
571,55.495,50.6029,102.437,33.3271,-0.146914,140.147,4.21639,-63.7217
572,53.2069,58.8186,106.631,37.3747,-1.49948,150.413,13.3639,-55.0075
573,51.8051,66.4919,109.929,40.6488,-72.4776,160.667,16.8912,-50.1961
574,49.949,73.5264,112.273,43.0648,-73.2217,170.892,20.0927,-45.7139
575,43.9443,79.8348,113.357,44.3832,-0.349901,-37.8195,28.2259,-37.8195
576,40.0781,85.6778,113.661,44.9953,-74.7548,-27.5037,30.6109,-33.9338
577,31.3944,91.3409,113.169,44.9818,-74.7594,-17.2068,32.8111,-30.2877
578,23.0633,97.2183,112.328,44.7501,-75.8834,-6.98166,34.7119,-26.985
579,18.9774,103.276,111.427,44.4801,-74.9756,3.21497,36.5166,-23.8717
580,18.6239,109.278,110.512,44.1296,-0.796654,13.4081,43.3843,-17.2966
581,16.1098,115.169,109.383,43.5467,-0.473389,23.635,49.8252,-10.9806
582,5.80695,121.152,107.697,42.5447,-2.10587,33.8949,55.7318,-5.01768
583,74.7677,127.345,111.151,45.1688,-0.318029,44.1897,61.3825,0.778097
584,74.016,133.78,114.536,47.8801,-0.0456809,54.5064,66.677,6.31779
585,73.901,140.671,118.1,50.8777,-0.0356073,64.8979,71.6713,11.6212
586,73.879,147.753,121.591,53.9339,-45.5137,75.257,73.1023,14.3761
587,74.2283,155.399,125.386,57.4317,-44.9699,85.5651,74.4238,16.9374
588,73.8898,163.15,128.991,60.86,-44.8163,95.8563,75.6477,19.3104
589,73.7223,170.922,132.35,64.1421,-45.3257,106.139,76.7427,21.4748
590,74.3128,178.552,135.383,67.166,-45.5707,116.374,77.699,23.4141
591,74.1069,70.0716,138.227,70.0716,-45.7593,126.599,78.5659,25.1722
592,73.6649,77.7001,140.802,72.7755,-46.4182,136.811,79.3144,26.734
593,73.6792,85.3034,143.175,75.3159,-0.0893672,147.038,83.2677,30.4487
594,73.593,93.019,145.48,77.8407,-47.7972,157.263,83.6019,31.5993
595,73.9343,101.261,148.136,80.7524,-48.3628,167.507,83.8916,32.6096
596,73.3414,110.157,151.175,84.1108,-48.9349,177.753,84.1225,33.4732
597,74.4157,119.507,154.497,87.7756,-1.74656,36.5584,87.6488,36.5584
598,72.1366,129.551,158.072,91.7965,-49.7998,26.2955,68.4829,17.5799
599,74.3226,129.884,152.52,86.476,-0.82716,36.6137,73.2272,21.4594
600,73.4619,130.84,147.874,81.958,-0.290126,46.8816,77.6301,25.1078
601,73.1116,132.463,144.151,78.2738,-0.0780102,57.1324,81.7238,28.5469
602,72.7445,134.729,141.259,75.3589,-49.5602,67.384,82.0678,29.3457
603,73.8841,137.638,139.249,73.2491,-0.602622,77.6745,85.851,32.4832
604,73.8265,141.115,137.903,71.7849,-47.9143,87.9892,86.0802,33.1251
605,74.3901,144.736,136.824,70.5597,-1.05879,88.0162,80.0055,26.1976
606,74.7246,148.31,135.802,69.3707,-0.248681,88.0856,74.4523,19.6671
607,73.9592,151.822,134.738,68.1443,-0.135286,88.2093,69.3463,13.4954
608,74.4106,155.374,133.818,67.0481,-44.7357,88.3177,61.4613,5.40088
609,74.4953,158.944,132.987,66.0345,-44.2008,88.4112,54.152,-2.32788
610,1.67305,162.526,127.125,61.4908,-0.663986,88.4951,50.3929,-7.56902
611,3.20096,166.118,121.791,57.2042,-74.5095,88.5563,41.7066,-16.2141
612,6.70306,169.663,117.032,53.2062,-74.7114,88.6379,33.6332,-24.4789
613,8.2987,173.21,112.72,49.4444,-0.401558,88.7037,31.3119,-28.7238
614,11.6058,176.817,108.996,46.0534,-74.7644,88.7852,23.9624,-36.3898
615,14.0995,43.0138,105.801,43.0138,-0.313066,88.8606,22.3332,-40.0422
616,18.2887,46.8153,103.21,40.3973,-74.6785,88.9344,15.611,-47.1512
617,22.5467,50.7138,101.19,38.1918,-75.0958,89.0263,9.34705,-53.9384
618,26.1918,54.6838,99.6318,36.33,-0.378221,89.1075,8.74179,-56.7268
619,31.6917,58.6355,98.5511,34.7961,-74.8053,89.1604,2.9427,-63.0401
620,39.147,62.4564,97.9462,33.5598,-74.5616,89.2238,-2.42361,-69.0514
621,45.6058,65.9231,97.5064,32.3673,-73.7582,89.2721,-7.37216,-74.7509
622,50.0527,68.6419,96.7131,30.7783,-72.081,99.5065,-2.38378,-70.3768
623,56.9281,70.4775,95.6353,28.7904,-71.3353,109.667,2.23885,-66.2492
624,59.0273,71.2265,93.7693,25.996,-71.2328,119.779,6.4998,-62.3731
625,57.1544,81.2613,100.539,32.0925,-71.5268,129.848,10.4019,-58.7652
626,53.0942,90.4545,105.767,36.9209,-1.90825,139.88,18.8701,-51.9278
627,50.7962,99.147,110.003,40.9391,-0.661227,149.976,26.8924,-45.2563
628,46.3027,107.606,113.411,44.3248,-1.78022,160.201,34.3948,-38.8047
629,45.7169,115.844,116.334,47.3069,-73.6363,160.22,26.8501,-45.8927
630,44.8025,123.577,118.518,49.6142,-73.0959,170.528,29.4408,-42.8474
631,41.4345,131.031,120.055,51.3724,-74.7226,-40.1566,31.6424,-40.1566
632,38.9304,138.155,121.001,52.5979,-0.612798,-29.9617,38.8658,-33.9774
633,32.319,145.05,121.206,53.204,-74.6269,-19.7675,40.4019,-31.7343
634,26.5651,151.877,120.931,53.4127,-74.734,-9.60599,41.7926,-29.6782
635,22.4499,158.739,120.419,53.3907,-74.5663,0.607264,43.1458,-27.735
636,21.5159,165.423,119.711,53.1509,-1.08743,10.7938,49.523,-22.2956
637,18.8441,171.969,118.739,52.6333,-74.5603,21.0055,50.334,-20.7121
638,15.2961,178.402,117.48,51.8266,-0.290672,31.2261,56.2955,-15.5763
639,10.2539,50.8446,116.023,50.8446,-0.168261,41.4909,61.8892,-10.6334
640,73.8948,57.3755,119.148,53.0448,-43.9062,51.8047,64.0754,-8.04085
641,74.6747,64.0704,122.261,55.3509,-43.8168,62.1122,66.1089,-5.60938
642,74.4355,70.8475,125.216,57.6277,-44.7318,62.1131,58.351,-13.1746
643,73.8797,77.84,128.125,59.9837,-45.0557,72.407,60.6858,-10.6276
644,74.1185,84.8646,130.878,62.2773,-45.0797,82.664,62.8212,-8.27528
645,73.8371,92.4642,133.952,64.9847,-0.717916,93.0223,68.0067,-3.80278
646,73.9003,100.272,137.01,67.7839,-45.9996,103.305,69.589,-1.8395
647,73.7319,108.299,140.046,70.6507,-0.119996,113.576,74.2619,2.24266
648,73.5096,116.433,142.953,73.4713,-46.3455,123.793,75.3204,3.78675
649,73.5463,124.706,145.788,76.2829,-46.7605,133.991,76.2595,5.1673
650,72.9453,133.275,148.658,79.2062,-47.3629,144.203,77.1025,6.41651
651,73.1445,142.227,151.697,82.3513,-0.130211,154.45,81.2267,9.9213
652,73.2496,151.573,154.898,85.7148,-47.6678,164.737,81.7707,10.9334
653,72.9736,161.349,158.255,89.2933,-0.405918,164.769,76.0481,4.42748
654,73.1522,171.339,161.589,92.8951,-47.4228,164.743,67.3811,-4.13687
655,73.3431,96.5647,164.956,96.5647,-0.0692638,164.712,62.6302,-9.98828
656,73.0257,96.9461,158.875,89.7519,-48.0859,164.746,54.9123,-18.8745
657,72.8396,97.7685,153.618,84.5086,-0.161676,164.794,51.1014,-23.9682
658,72.8767,99.1459,149.247,80.0642,-0.106246,164.85,47.5694,-28.753
659,73.0726,101.033,145.669,76.3211,-47.7221,164.918,40.9616,-35.6417
660,73.3776,103.285,142.704,73.1392,-0.109268,164.983,38.1472,-39.8142
661,73.4658,105.803,140.199,70.3747,-0.0294592,165.057,35.544,-43.728
662,73.6955,108.491,138.044,67.9244,-0.018106,165.12,33.1132,-47.4177
663,73.8647,111.317,136.179,65.7383,-45.5226,165.195,27.678,-53.1332
664,73.9641,114.278,134.578,63.8028,-45.1624,165.273,22.6519,-58.5351
665,74.0503,117.403,133.247,62.1324,-44.7245,165.359,18.0157,-63.6273
