"time","measured_angle","estimated_angle","estimated_drift"
768,-8.92737,0.95329,1.25825
769,-2.86128,0.946069,1.2638
770,-2.58763,0.939337,1.26894
771,9.26131,0.972272,1.25683
772,3.51538,0.985747,1.25313
773,2.29435,0.995019,1.25123
774,1.36926,1.00039,1.25068
775,2.75175,1.00982,1.24812
776,-0.847718,1.00726,1.25085
777,-2.38984,1.00016,1.25585
778,-5.83002,0.982072,1.26591
779,-1.96125,0.97689,1.27026
780,-0.791394,0.975225,1.27287
781,-5.75733,0.95752,1.28283
782,-4.79137,0.943825,1.29135
783,-3.80911,0.933358,1.29841
784,-1.95087,0.929035,1.3027
785,-6.02798,0.910968,1.31305
786,-8.70364,0.884688,1.32738
787,-6.32723,0.867396,1.33815
788,-8.33864,0.843649,1.35191
789,-9.78625,0.815908,1.36782
790,-9.34321,0.789731,1.38305
791,-5.95079,0.775791,1.39318
792,-7.35006,0.757566,1.4054
793,-9.40961,0.732773,1.42072
794,-8.17135,0.713207,1.43415
795,-3.87235,0.708362,1.44108
796,-3.74094,0.704018,1.44782
797,-4.56095,0.697722,1.45581
798,-2.78366,0.697768,1.4611
799,-3.37338,0.695881,1.4673
800,-3.00038,0.695533,1.47294
801,-5.02066,0.68874,1.48166
802,-3.15157,0.689147,1.48753
803,-1.47843,0.694798,1.49086
804,-1.59444,0.700415,1.49438
805,0.456818,0.712818,1.49477
806,-0.286715,0.722896,1.49632
807,0.654365,0.736562,1.49645
808,3.59042,0.759896,1.49208
809,-0.456052,0.769477,1.49398
810,-0.119865,0.780979,1.49537
811,1.61,0.798572,1.49411
812,8.32505,0.838416,1.4825
813,8.78196,0.878793,1.47022
814,6.63999,0.911326,1.46131
815,3.26016,0.931804,1.45769
816,1.59483,0.947161,1.45668
817,5.18016,0.975928,1.45011
818,8.1301,1.01463,1.43898
819,9.13312,1.05534,1.42633
820,9.07058,1.09456,1.41382
821,5.3105,1.12018,1.40724
822,4.43776,1.14277,1.40205
823,4.82791,1.16593,1.39629
824,8.84712,1.20128,1.38423
825,8.50774,1.23351,1.37274
826,2.27199,1.24317,1.37111
827,-0.794498,1.24234,1.37434
828,-2.35652,1.23544,1.38003
829,-6.17172,1.21471,1.39176
830,-8.62811,1.18648,1.40737
831,-11.2907,1.15102,1.42718
832,-8.93703,1.12454,1.44322
833,-3.01711,1.11854,1.44982
834,-0.175216,1.12166,1.45189
835,-1.09561,1.12159,1.45544
836,1.56809,1.13122,1.45474
837,5.22081,1.15302,1.44821
838,3.97341,1.1694,1.44371
839,2.23464,1.17955,1.44201
840,-2.77072,1.17338,1.44837
841,-1.69949,1.17204,1.453
842,-3.20421,1.166,1.46006
843,-0.919444,1.16829,1.46344
844,1.61398,1.17884,1.46273
845,2.15479,1.19124,1.46117
846,-2.59415,1.18781,1.46731
847,-4.28582,1.17969,1.4762
848,-7.72031,1.15921,1.49066
849,-25.2703,1.07931,1.53362
850,-3.83028,1.07769,1.54164
851,-10.1755,1.05382,1.55999
852,-21.7554,0.992675,1.59723
853,-23.0513,0.928,1.63653
854,-24.2364,0.862638,1.67772
855,-23.9804,0.799033,1.71844
856,-22.1124,0.743944,1.75605
857,-27.2584,0.672818,1.80206
858,-16.4391,0.64133,1.83024
859,-17.9955,0.604825,1.86096
860,-13.5184,0.584184,1.88428
861,-12.0732,0.569411,1.90522
862,-12.9789,0.552949,1.92765
863,-22.5776,0.504889,1.96597
864,-4.65765,0.520121,1.97458
865,2.2058,0.55887,1.97184
866,-5.82947,0.569181,1.9825
867,-9.72215,0.566153,1.99966
868,-4.15033,0.58299,2.00757
869,-11.3397,0.575195,2.0275
870,-5.68424,0.58839,2.03801
871,-1.05118,0.61752,2.0408
872,-8.61763,0.621002,2.05631
873,-1.60815,0.649567,2.06011
874,1.67998,0.690043,2.05844
875,-5.24877,0.706974,2.06848
876,-19.9553,0.673621,2.10329
877,-7.87893,0.683435,2.11775
878,5.41973,0.738507,2.10983
879,-2.45631,0.765446,2.11529
880,-11.7669,0.760863,2.13653
881,18.017,0.859975,2.1074
882,12.5686,0.937823,2.08764
883,6.46546,0.994255,2.07832
884,5.33855,1.04611,2.07101
885,1.56426,1.08524,2.07019
886,11.9179,1.1601,2.05182
887,8.84026,1.22297,2.03879
888,16.2102,1.3107,2.01329
889,16.2086,1.39728,1.9879
890,20.6057,1.49788,1.9551
891,16.0013,1.57964,1.93032
892,20.1853,1.67418,1.89848
893,20.1137,1.76668,1.86688
894,14.0873,1.8368,1.84575
895,7.40231,1.88268,1.83622
896,7.74777,1.92904,1.82616
897,1.13122,1.95092,1.82758
898,6.36452,1.99075,1.82001
899,1.49271,2.01215,1.82091
900,3.83989,2.04082,1.81778
901,4.4343,2.0697,1.81367
902,-1.35089,2.0764,1.81964
903,-12.8942,2.04269,1.84567
904,-2.60933,2.04507,1.85379
905,-16.0395,1.99905,1.8853
906,-5.18493,1.99206,1.89785
907,-4.29127,1.98499,1.90884
908,-9.40029,1.9612,1.92876
909,-9.92518,1.93387,1.94957
910,-18.4449,1.87811,1.98528
911,-9.60779,1.85585,2.00545
912,-14.2822,1.81711,2.0338
913,-9.65275,1.79517,2.05399
914,-11.2813,1.76684,2.07702
915,-13.8942,1.7302,2.10463
916,-10.4845,1.70539,2.1262
917,-11.8847,1.67648,2.15022
918,-20.5886,1.61687,2.18959
919,-6.08032,1.61078,2.20325
920,7.00205,1.65033,2.19373
921,7.24727,1.68988,2.18385
922,5.62696,1.723,2.17689
923,-1.98972,1.7295,2.18352
924,12.3636,1.7877,2.16464
925,-15.5611,1.74601,2.19558
926,-9.73923,1.72827,2.2161
927,11.9249,1.78575,2.19793
928,-6.96003,1.77879,2.2136
929,-17.9179,1.73657,2.24889
930,-10.6872,1.72068,2.27119
931,0.810041,1.74544,2.27287
932,-1.18089,1.76379,2.27818
933,0.994953,1.78861,2.27961
934,18.2608,1.8731,2.25003
935,9.85157,1.92475,2.2357
936,-3.07212,1.93066,2.24475
937,-1.27303,1.94153,2.25057
938,-13.0812,1.90998,2.27776
939,-20.2867,1.85456,2.31795
940,-20.3876,1.80031,2.35827
941,-24.4407,1.73285,2.40588
942,-30.2378,1.647,2.46395
943,-23.4555,1.58595,2.5096
944,-26.552,1.5166,2.56083
945,-28.0705,1.4447,2.61475
946,-13.2161,1.42816,2.64154
947,7.10893,1.48218,2.63124
948,-6.50412,1.48597,2.64588
949,1.35606,1.52024,2.64618
950,-3.88791,1.53586,2.65615
951,17.9157,1.62865,2.6262
952,42.2708,1.8029,2.5517
953,-0.970538,1.82151,2.55685
954,12.4588,1.8877,2.53735
955,-0.490814,1.90838,2.54178
956,2.75009,1.93908,2.54028
957,-0.106234,1.96057,2.5441
958,-13.7672,1.93344,2.57319
959,-10.2657,1.92166,2.59579
960,-10.3849,1.91059,2.61862
961,18.6957,2.0032,2.58759
962,4.72877,2.04373,2.5826
963,3.60337,2.08293,2.57977
964,8.30041,2.13844,2.56828
965,-1.25445,2.16028,2.57465
966,3.3813,2.20086,2.57245
967,-13.1233,2.18187,2.60107
968,24.0495,2.29708,2.56035
969,12.9604,2.36881,2.5405
970,22.2559,2.47465,2.5034
971,44.5142,2.65509,2.4248
972,0.142811,2.67686,2.42956
973,1.92967,2.70457,2.43102
974,-3.63423,2.71244,2.44297
975,4.17663,2.74843,2.44028
976,-2.48416,2.76032,2.45018
977,-6.57326,2.75904,2.46781
978,2.92716,2.7917,2.46755
979,9.87571,2.84753,2.45425
980,8.83323,2.89904,2.443
981,8.37529,2.94738,2.43271
982,10.3787,3.00251,2.4187
983,10.7226,3.05888,2.40413
984,12.3063,3.11851,2.38665
985,11.7821,3.17613,2.37026
986,9.44251,3.22474,2.35841
987,9.9638,3.27581,2.34564
988,8.85581,3.32112,2.33507
989,14.2523,3.38486,2.31429
990,16.2045,3.4537,2.28989
991,12.875,3.50917,2.27194
992,12.7675,3.56276,2.25429
993,13.1836,3.61605,2.23592
994,14.2064,3.67189,2.21568
995,14.2765,3.72604,2.19539
996,6.28648,3.75179,2.19051
997,9.37333,3.78728,2.17974
998,14.7485,3.83918,2.1587
999,8.33453,3.86798,2.15007
1000,10.0436,3.9017,2.1382
1001,6.21619,3.92036,2.13376
1002,5.96323,3.93815,2.12984
1003,10.927,3.97108,2.11635
1004,2.25293,3.97418,2.11969
1005,6.73537,3.99277,2.11436
1006,7.17398,4.01156,2.10822
1007,5.46405,4.02413,2.10541
1008,2.57363,4.02412,2.10824
1009,0.32344,4.01797,2.11544
1010,7.98487,4.03921,2.10774
1011,1.83991,4.03731,2.11204
1012,1.79592,4.03495,2.11641
1013,6.23486,4.04821,2.11213
1014,8.3771,4.06852,2.10369
1015,3.04613,4.06866,2.1057
1016,-1.17714,4.05346,2.11596
1017,1.83421,4.04808,2.12031
1018,6.25369,4.05818,2.116
1019,5.05746,4.06302,2.11404
1020,0.686692,4.05023,2.12067
1021,-1.11401,4.0295,2.13081
1022,9.03845,4.04395,2.12095
1023,-1.81683,4.01952,2.13248
1024,0.310543,4.00418,2.13978
1025,-3.31684,3.97592,2.15422
1026,0.954841,3.96357,2.16018
1027,9.52314,3.98052,2.14919
1028,11.2655,4.00254,2.13477
1029,8.023,4.00969,2.1268
1030,3.53468,4.00276,2.12773
1031,6.48361,4.00555,2.1228
1032,4.46911,4.00089,2.12187
1033,0.787094,3.98317,2.12824
1034,2.01761,3.97101,2.13214
1035,3.78448,3.96422,2.1325
1036,6.38037,3.9668,2.12767
1037,-3.82937,3.9333,2.14321
1038,-2.03814,3.90799,2.15511
1039,5.73293,3.9103,2.15146
1040,15.0867,3.94402,2.1291
1041,4.82077,3.9391,2.12733
1042,0.147887,3.91987,2.13491
1043,11.4404,3.94067,2.11983
1044,13.2718,3.96515,2.10108
1045,3.52605,3.9545,2.10195
1046,-0.151726,3.93302,2.11019
1047,6.45701,3.93387,2.10509
1048,18.9384,3.97802,2.07486
1049,-4.69536,3.93711,2.09232
1050,-8.49212,3.88535,2.11738
1051,-0.984862,3.86036,2.1272
1052,2.88784,3.84923,2.12915
1053,-5.53254,3.80855,2.14811
1054,-9.06547,3.7551,2.17415
1055,0.227815,3.73482,2.18128
1056,-2.19168,3.70495,2.19329
1057,-8.7723,3.65272,2.21859
1058,-14.8996,3.57893,2.25627
1059,-11.8163,3.51819,2.28756
1060,-9.65549,3.46454,2.31435
1061,-11.1685,3.40821,2.34415
1062,-10.007,3.35644,2.37148
1063,-1.50013,3.3354,2.38139
1064,1.31232,3.32376,2.38551
1065,-2.71115,3.29693,2.39783
1066,-3.15056,3.26864,2.41101
1067,2.21908,3.25874,2.41314
1068,-1.4649,3.23501,2.42281
1069,-4.29944,3.20121,2.43825
1070,-4.06668,3.16872,2.45315
1071,-2.32496,3.14234,2.46442
1072,-4.28164,3.10901,2.47967
1073,-4.07695,3.07651,2.49444
1074,-7.52001,3.03227,2.51625
1075,-2.85182,3.00582,2.52837
1076,-2.41489,2.98016,2.53954
1077,0.841661,2.96527,2.54394
1078,0.284579,2.94704,2.54946
1079,0.357976,2.92837,2.55479
1080,-2.19697,2.90047,2.56538
1081,-2.77723,2.87058,2.57713
1082,-5.98392,2.82922,2.59546
1083,-6.03472,2.7888,2.61384
1084,-6.27694,2.74863,2.63265
1085,-6.27678,2.71019,2.65139
1086,-2.98709,2.68396,2.66323
1087,-0.484126,2.66588,2.66981
1088,-0.241283,2.64822,2.67586
1089,-2.74209,2.62228,2.68708
1090,-3.32108,2.59546,2.69947
1091,1.80229,2.58757,2.70112
1092,4.08562,2.58672,2.69798
1093,1.97123,2.57764,2.69925
1094,-0.881947,2.55874,2.70648
1095,-1.1405,2.54002,2.71422
1096,1.84455,2.53227,2.71567
1097,1.46687,2.52304,2.71789
1098,2.16005,2.51638,2.71864
1099,1.67665,2.50808,2.7204
1100,1.13153,2.4986,2.72328
1101,-0.0383634,2.48492,2.72862
1102,0.722098,2.47377,2.73232
1103,1.23762,2.46418,2.73492
1104,0.719235,2.45253,2.73859
1105,-0.0576803,2.43804,2.74388
1106,-0.0387003,2.42346,2.7491
1107,-1.76298,2.40232,2.75795
1108,-4.01385,2.37363,2.77152
1109,-4.38312,2.34389,2.78583
1110,-3.59808,2.31737,2.79842
1111,-3.78598,2.29003,2.81136
1112,-4.29222,2.26121,2.82533
1113,-2.33386,2.24001,2.83509
1114,-0.18791,2.22603,2.84024
1115,-0.289027,2.21088,2.84558
1116,-1.45147,2.19173,2.85337
1117,-1.28165,2.17311,2.86077
1118,-0.862416,2.15638,2.86723
1119,0.0342473,2.143,2.87175
1120,1.59699,2.13495,2.87291
1121,0.564125,2.12281,2.87625
1122,-0.577665,2.10681,2.88202
1123,-0.876452,2.0899,2.8884
1124,-0.0720701,2.07604,2.89302
1125,-0.382695,2.0613,2.89828
1126,0.620969,2.04992,2.90136
1127,0.0558983,2.03581,2.90563
1128,1.31475,2.02608,2.90716
1129,-5.45501,1.99184,2.92325
1130,-7.60238,1.95384,2.9439
1131,3.74912,1.95452,2.94002
1132,-10.2055,1.90848,2.96625
1133,-2.72205,1.89182,2.97624
1134,1.20829,1.88807,2.97772
1135,-2.07198,1.87495,2.98628
1136,3.58673,1.87999,2.98257
1137,2.88988,1.8808,2.98038
1138,2.7135,1.88105,2.97857
1139,-4.54804,1.85324,2.9925
1140,-7.49928,1.81525,3.01279
1141,-8.63458,1.77427,3.03547
1142,-9.43941,1.7308,3.05983
1143,-10.7328,1.68342,3.08693
1144,-11.3545,1.63529,3.11531
1145,-8.69939,1.59864,3.13782
1146,-1.75477,1.58681,3.14513
1147,-2.98017,1.56989,3.15509
1148,-6.83759,1.54035,3.17344
1149,-1.94549,1.52974,3.18106
1150,-1.43469,1.52173,3.18755
1151,-1.74347,1.51342,3.1947
1152,0,1.51172,3.19802
1153,4.38877,1.52553,3.19172
1154,1.60264,1.52886,3.19156
1155,-1.06559,1.52347,3.19726
1156,1.83101,1.52872,3.19659
1157,1.0161,1.53002,3.19773
1158,3.84524,1.54157,3.19264
1159,-1.03875,1.53504,3.19833
1160,4.5236,1.54771,3.19175
1161,0.824757,1.54601,3.19335
1162,0.566723,1.54353,3.19551
1163,-5.98981,1.51565,3.21213
1164,-6.80603,1.48597,3.2305
1165,0.0565419,1.48107,3.23366
1166,-3.02984,1.46385,3.24364
1167,-3.88342,1.44339,3.25547
1168,-7.44958,1.41039,3.27516
1169,-1.21167,1.4003,3.28097
1170,-4.16401,1.37919,3.2933
1171,-2.70676,1.36232,3.30236
1172,-0.446452,1.35365,3.30638
1173,0.441679,1.34736,3.3084
1174,-0.512977,1.33656,3.31252
1175,-2.70556,1.31712,3.32151
1176,-4.87018,1.29122,3.33528
1177,-4.06778,1.26871,3.34721
1178,-4.24309,1.24651,3.3595
1179,-1.95838,1.23369,3.36665
1180,-1.76211,1.22202,3.37333
1181,4.5615,1.23278,3.36587
1182,7.21682,1.25222,3.35248
1183,5.90937,1.26585,3.34206
1184,5.9024,1.27909,3.33167
1185,4.78333,1.28724,3.3238
1186,1.67545,1.28418,3.32292
1187,1.08588,1.27985,3.32336
1188,-2.09591,1.26476,3.33093
1189,-0.459346,1.25631,3.3348
1190,-0.0536645,1.25021,3.33774
1191,0.880321,1.24746,3.33857
1192,1.62333,1.24617,3.33772
1193,2.88182,1.24897,3.33403
1194,0.53084,1.24222,3.33564
1195,0.036183,1.23366,3.33835
1196,-1.17907,1.22002,3.34378
1197,-0.726345,1.20836,3.34817
1198,-2.33769,1.19095,3.35618
1199,-3.90341,1.16854,3.36769
1200,-2.5579,1.1512,3.37611
1201,0.464792,1.14503,3.37766
1202,-0.314301,1.1356,3.38096
1203,-0.673411,1.12463,3.38505
1204,1.50836,1.12082,3.38417
1205,-1.29244,1.10597,3.38963
1206,-1.41329,1.09068,3.39535
1207,-0.672995,1.07849,3.39934
1208,-3.15869,1.0574,3.40897
1209,-3.3986,1.03559,3.4191
1210,-3.32571,1.01456,3.42903
1211,-4.44515,0.990171,3.44146
1212,1.00177,0.985576,3.44143
1213,-0.556775,0.974783,3.44493
1214,-2.0534,0.959121,3.45184
1215,0.75509,0.953981,3.4523
1216,-1.3133,0.941369,3.45747
1217,-1.34489,0.929576,3.4627
1218,1.13387,0.92566,3.46222
1219,-1.58958,0.911731,3.46797
1220,1.04688,0.907483,3.46765
1221,1.11532,0.902557,3.46716
1222,-2.8394,0.882418,3.47574
1223,-4.26789,0.856281,3.48755
1224,-0.959639,0.842065,3.49171
1225,-4.60449,0.816392,3.50422
1226,-7.8312,0.778994,3.52411
1227,-9.41482,0.736738,3.54758
1228,-9.70887,0.694945,3.57164
1229,-7.34996,0.662941,3.59019
1230,-7.30208,0.631284,3.60856
1231,-8.63812,0.595874,3.62996
1232,-3.13501,0.581034,3.63858
1233,-4.4069,0.561694,3.6501
1234,-6.42405,0.536511,3.66626
1235,-2.77121,0.524285,3.67392
1236,-8.25973,0.494195,3.69427
1237,-5.72167,0.47469,3.70868
1238,-4.11077,0.462015,3.71933
1239,-1.20252,0.4596,3.7232
1240,-0.0733855,0.462236,3.72444
1241,-1.84949,0.458831,3.72983
1242,2.41561,0.471148,3.72529
1243,1.65153,0.478838,3.72255
1244,3.13662,0.491544,3.71637
1245,-2.84478,0.482347,3.72415
1246,4.21877,0.499526,3.71545
1247,-0.995465,0.496241,3.71894
1248,-2.31057,0.489389,3.7255
1249,-5.95218,0.469759,3.74055
1250,-5.87297,0.452947,3.75538
1251,-5.37952,0.439432,3.76903
1252,-0.239003,0.444582,3.77063
1253,-3.56892,0.437277,3.78004
1254,-0.265432,0.443449,3.78171
1255,1.40536,0.455026,3.77947
1256,7.57862,0.489155,3.76279
1257,2.00921,0.50065,3.75924
1258,2.15443,0.511947,3.75537
1259,2.71227,0.525165,3.75022
1260,1.7195,0.533925,3.74742
1261,-1.44553,0.530628,3.75208
1262,-1.59809,0.526967,3.7571
1263,2.28604,0.538332,3.75297
1264,0.225869,0.541977,3.75372
1265,-0.278583,0.544115,3.75567
1266,1.91484,0.554292,3.75245
1267,5.02768,0.574723,3.7419
1268,5.3639,0.595294,3.7306
1269,5.63495,0.615866,3.7187
1270,6.03279,0.636797,3.7059
1271,7.2087,0.66053,3.69035
1272,1.42668,0.662029,3.68854
1273,-1.38386,0.653509,3.69338
1274,0.659541,0.653617,3.69337
1275,0.466511,0.653132,3.69381
1276,1.12164,0.65507,3.6927
1277,1.47053,0.658153,3.69076
1278,2.54981,0.664333,3.68627
1279,3.688,0.674462,3.67908
1280,3.58186,0.683247,3.67217
1281,1.54769,0.68396,3.67011
1282,3.81165,0.692715,3.66265
1283,4.18404,0.702048,3.65433
1284,1.22159,0.700022,3.65308
1285,-0.620969,0.691082,3.65622
1286,-0.349922,0.683297,3.6587
1287,-0.9586,0.673927,3.66261
1288,-3.93745,0.654146,3.67361
1289,-3.0242,0.638613,3.6824
1290,-3.1238,0.623269,3.69139
1291,-1.63287,0.613607,3.69678
1292,-0.85316,0.606623,3.70029
1293,-1.16806,0.598599,3.70454
1294,-1.20548,0.589933,3.70885
1295,-0.435341,0.583672,3.71131
1296,-1.30865,0.574063,3.71584
1297,-2.29357,0.56058,3.72271
1298,-3.6018,0.542337,3.7327
1299,-4.16576,0.522455,3.74401
1300,-3.56341,0.505184,3.75382
1301,-4.71299,0.483938,3.76637
1302,-4.72049,0.463049,3.77889
1303,-2.79222,0.449464,3.78673
1304,-3.01486,0.434956,3.79507
1305,-3.85299,0.417909,3.8054
1306,-3.65672,0.401468,3.81523
1307,-2.08959,0.390869,3.82123
1308,-0.470269,0.386747,3.82331
1309,-0.257285,0.383134,3.82486
1310,-0.664836,0.377341,3.82739
1311,-0.813201,0.370746,3.83026
1312,-0.217178,0.366206,3.83168
1313,-2.63398,0.352944,3.83894
1314,-1.77724,0.343676,3.8441
1315,-0.202744,0.340145,3.84542
1316,-0.0198875,0.336773,3.84628
1317,0.737409,0.33599,3.84531
1318,-0.183183,0.331793,3.84656
1319,-0.525264,0.326647,3.84864
1320,-0.252495,0.322735,3.85004
1321,-0.251664,0.318475,3.85143
1322,1.69941,0.320955,3.84807
1323,5.0108,0.334707,3.83664
1324,1.63904,0.33508,3.83346
1325,0,0.329988,3.83426
1326,-2.8492,0.315222,3.84201
1327,-5.83995,0.290887,3.85701
1328,-6.29922,0.266098,3.87309
1329,-4.55845,0.249218,3.88487
1330,-2.98274,0.238484,3.89277
1331,0.331665,0.239166,3.89254
1332,2.33192,0.246446,3.88743
1333,1.27498,0.248949,3.88491
1334,-1.89786,0.239196,3.89016
1335,-1.39662,0.23189,3.89416
1336,-2.92269,0.21805,3.90188
1337,-2.29061,0.206597,3.90803
1338,-0.786457,0.201252,3.91046
1339,2.66188,0.208392,3.90442
1340,4.1338,0.220596,3.89477
1341,5.40734,0.236668,3.88202
1342,6.11812,0.254099,3.86756
1343,4.65789,0.265716,3.85672
1344,2.57045,0.27023,3.85104
1345,2.64075,0.275365,3.8452
1346,3.78149,0.284588,3.83655
1347,6.48254,0.303145,3.82127
1348,3.64569,0.310403,3.81302
1349,2.06976,0.312773,3.80867
1350,-1.41359,0.303079,3.81292
1351,-1.99992,0.291945,3.8186
1352,-0.13751,0.288421,3.81966
1353,-4.52993,0.268803,3.83156
1354,-6.27619,0.244295,3.84774
1355,-6.90653,0.218828,3.86543
1356,-4.71738,0.202367,3.87765
1357,2.44392,0.212129,3.8721
1358,4.40679,0.227267,3.86171
1359,3.39945,0.237295,3.85385
1360,0.967742,0.237306,3.85203
1361,-1.15477,0.229422,3.85548
1362,-3.12504,0.214536,3.8638
1363,-3.22906,0.199392,3.87234
1364,-3.70741,0.182829,3.88204
1365,-6.24232,0.157429,3.89801
1366,-4.03651,0.141521,3.90844
1367,0.149532,0.14197,3.90842
1368,3.26333,0.153297,3.90065
1369,4.93309,0.170536,3.88874
1370,1.19403,0.173588,3.88619
1371,-0.558223,0.170618,3.88801
1372,-0.702502,0.16783,3.89019
1373,-2.55544,0.158598,3.89699
1374,-1.52006,0.154032,3.90119
1375,-2.44994,0.146369,3.90769
1376,-1.78506,0.141829,3.91253
1377,-0.792687,0.140909,3.91487
1378,-2.057,0.135274,3.92037
1379,-2.89609,0.126312,3.92796
1380,-3.06015,0.117281,3.93595
1381,-6.70827,0.0947906,3.95305
1382,-6.64171,0.0733663,3.96994
1383,-6.03325,0.054353,3.98526
1384,-7.60972,0.0300076,4.00449
1385,-8.15895,0.00393017,4.02505
1386,-9.71223,-0.0273784,4.04945
1387,-10.8568,-0.0620438,4.07666
1388,-9.18054,-0.0891942,4.09959
1389,-9.66999,-0.117355,4.1237
1390,-6.5938,-0.13339,4.14001
1391,-4.11894,-0.140516,4.15005
1392,-3.11567,-0.143841,4.15756
1393,-7.32341,-0.163071,4.17566
1394,-10.8462,-0.194517,4.2026
1395,-11.8786,-0.228904,4.23208
1396,-7.58842,-0.245665,4.25067
1397,-6.13865,-0.256841,4.26556
1398,-3.26512,-0.257146,4.27318
1399,-4.53729,-0.261901,4.28402
1400,1.98887,-0.242001,4.27836
1401,1.81661,-0.224389,4.27319
1402,-11.2978,-0.255405,4.30121
1403,9.67336,-0.206011,4.27613
1404,21.4477,-0.114002,4.22135
1405,19.5956,-0.0316277,4.17146
1406,25.0169,0.0683344,4.10802
1407,29.4907,0.182973,4.03347
1408,0.95182,0.188303,4.03153
1409,-2.27358,0.182322,4.03778
1410,-3.06007,0.174817,4.04602
1411,0.629167,0.18125,4.04488
1412,7.50546,0.212973,4.02629
1413,-1.51885,0.210415,4.0307
1414,-8.84985,0.181203,4.05374
1415,-19.405,0.114317,4.10357
1416,-20.3825,0.0464535,4.15575
1417,-16.4838,-0.00426716,4.19785
1418,-13.3096,-0.0427595,4.23177
1419,-11.6356,-0.0739699,4.26133
1420,-13.0727,-0.109032,4.2945
1421,-7.41623,-0.122011,4.31317
1422,-7.64617,-0.136474,4.3324
1423,-11.2613,-0.164796,4.36083
1424,-7.57121,-0.179058,4.37977
1425,4.09579,-0.14834,4.36889
1426,7.37022,-0.10609,4.34971
1427,3.34606,-0.0799718,4.34092
1428,-0.99707,-0.0702809,4.3433
1429,0.216209,-0.0558734,4.3426
1430,-5.26453,-0.0616647,4.35597
1431,-8.15748,-0.0777886,4.37674
1432,-3.67608,-0.0771222,4.386
1433,-9.30873,-0.0975673,4.40969
1434,-1.02043,-0.0866914,4.4121
1435,-9.08694,-0.105588,4.43522
1436,-12.2631,-0.135613,4.46646
1437,-5.80372,-0.139846,4.48106
1438,-16.9222,-0.18494,4.52421
1439,6.49049,-0.141259,4.50711
1440,-1.52527,-0.129532,4.51071
1441,1.64399,-0.106541,4.50619
1442,-2.31328,-0.0981051,4.51191
1443,1.95848,-0.0725588,4.50666
1444,2.2008,-0.0476788,4.50085
1445,10.5426,0.00782034,4.47361
1446,2.50598,0.0312265,4.46721
1447,2.72631,0.0558838,4.4603
1448,-1.36501,0.0649569,4.464
1449,0.555097,0.0824702,4.46278
1450,-10.0717,0.0589542,4.48903
1451,-4.1125,0.0587099,4.49984
1452,0.261794,0.074658,4.49935
1453,-27.5853,-0.0154844,4.57087
1454,-17.5398,-0.0637752,4.61623
1455,-18.8562,-0.11813,4.66488
1456,-28.3701,-0.205382,4.73803
1457,-62.9379,-0.426694,4.90045
1458,-21.4896,-0.485071,4.95505
1459,-32.5376,-0.58378,5.03815
1460,-28.0428,-0.663059,5.10938
1461,-19.0712,-0.708738,5.15716
1462,4.13622,-0.664919,5.14466
1463,-11.6894,-0.683385,5.17333
1464,-9.28728,-0.692661,5.19573
1465,7.23272,-0.639924,5.1752
1466,8.0933,-0.585452,5.15257
1467,0.705867,-0.559939,5.14927
1468,-10.5976,-0.577759,5.17542
1469,-4.41022,-0.571689,5.18544
1470,-5.28268,-0.569607,5.19775
1471,-1.54098,-0.553038,5.20033
1472,-3.64449,-0.545707,5.20843
1473,1.5088,-0.518819,5.20313
1474,2.67266,-0.487741,5.19486
1475,-5.50261,-0.487798,5.20799
1476,-13.1504,-0.516325,5.24106
1477,-15.1919,-0.551607,5.27941
1478,-12.1726,-0.574653,5.30979
1479,-1.98864,-0.558263,5.31354
1480,-5.59711,-0.555878,5.32676
1481,-0.768628,-0.534888,5.32737
1482,5.55654,-0.489593,5.31151
1483,-1.90302,-0.47293,5.31526
1484,-1.87894,-0.456319,5.319
1485,8.60537,-0.400121,5.29534
1486,-2.54104,-0.387141,5.301
1487,4.93688,-0.345348,5.28711
1488,6.22692,-0.298944,5.26995
1489,2.08856,-0.269027,5.26375
1490,22.6728,-0.161327,5.20365
1491,8.36259,-0.110243,5.18134
1492,-7.00127,-0.117952,5.19947
1493,-9.2026,-0.132416,5.22337
1494,-3.15444,-0.122611,5.23136
1495,0.496294,-0.0990921,5.22979
1496,0.976246,-0.0740825,5.22702
1497,6.61829,-0.0276452,5.20948
1498,-19.9138,-0.0813236,5.26184
1499,-3.01889,-0.067692,5.26963
1500,2.80899,-0.0326529,5.26212
1501,5.10526,0.00988234,5.24866
1502,15.9454,0.0929598,5.20675
1503,-4.11567,0.0989714,5.21789
1504,-0.744803,0.118877,5.22018
1505,-10.9237,0.0997121,5.24935
1506,18.863,0.194429,5.19992
1507,-8.68395,0.181718,5.22341
1508,-0.458356,0.202236,5.22516
1509,-16.247,0.163036,5.26865
1510,-13.018,0.138991,5.30354
1511,-11.0724,0.122476,5.33324
1512,3.91756,0.163926,5.32328
1513,-19.4559,0.115511,5.37523
1514,-8.4352,0.111538,5.39792
1515,5.15315,0.158759,5.38466
1516,6.96826,0.212216,5.3667
1517,0.114477,0.238124,5.36703
1518,8.06605,0.294014,5.34636
1519,10.2717,0.358198,5.31999
1520,-9.44596,0.345772,5.34605
1521,-2.90825,0.359147,5.35475
1522,-3.48327,0.369939,5.36501
1523,-6.24866,0.371042,5.38264
1524,-5.5936,0.374837,5.39855
