"time","measured_angle","estimated_angle","estimated_drift"
1525,-4.73614,0.383418,5.4122
1526,-0.271028,0.408685,5.41401
1527,8.0012,0.465266,5.39391
1528,-0.523713,0.489065,5.39661
1529,-6.03134,0.49223,5.41402
1530,16.3293,0.58172,5.37197
1531,15.58,0.666496,5.33213
1532,5.33605,0.710915,5.31977
1533,16.3645,0.796745,5.27815
1534,15.1362,0.876825,5.24002
1535,9.51571,0.934631,5.21706
1536,10.5873,0.996018,5.19139
1537,14.4949,1.07197,5.15546
1538,6.52135,1.11666,5.14098
1539,2.97689,1.14779,5.13608
1540,8.81398,1.20132,5.11568
1541,9.66737,1.25698,5.09314
1542,6.24897,1.29837,5.07986
1543,5.83538,1.33812,5.0678
1544,4.44036,1.37175,5.05956
1545,4.90774,1.40641,5.05016
1546,3.34552,1.43464,5.04503
1547,6.52826,1.47451,5.03146
1548,7.32284,1.51616,5.01585
1549,9.61246,1.56497,4.99422
1550,5.63068,1.59786,4.98338
1551,10.3217,1.6482,4.96005
1552,4.13248,1.67362,4.95343
1553,4.48016,1.70021,4.94595
1554,6.83978,1.73509,4.9322
1555,10.3815,1.78279,4.90904
1556,5.04644,1.80846,4.90032
1557,3.01079,1.82544,4.89713
1558,2.22792,1.8401,4.89608
1559,3.99543,1.8612,4.89032
1560,-3.51289,1.85337,4.9048
1561,-3.7418,1.84496,4.91988
1562,5.63306,1.87212,4.90973
1563,-1.7273,1.87059,4.91944
1564,-5.92223,1.85264,4.94044
1565,2.83798,1.86849,4.93783
1566,1.91465,1.87956,4.93773
1567,-7.1523,1.8557,4.96209
1568,-6.92808,1.83423,4.98579
1569,0.255498,1.84085,4.99008
1570,-2.77402,1.83509,5.00256
1571,-2.13757,1.83252,5.0133
1572,5.45042,1.85847,5.00358
1573,4.10388,1.87783,4.99755
1574,3.56494,1.89487,4.99302
1575,-1.92518,1.89076,5.00336
1576,-3.14238,1.88243,5.01699
1577,1.35177,1.8916,5.01846
1578,-0.981098,1.89267,5.02625
1579,1.49829,1.90435,5.02736
1580,6.96914,1.93657,5.01369
1581,11.1325,1.98286,4.98884
1582,4.08379,2.00164,4.98318
1583,7.29052,2.03271,4.96889
1584,-1.8591,2.02777,4.97946
1585,-7.52709,2.00329,5.00538
1586,4.20062,2.02438,4.99946
1587,0.197571,2.0294,5.00444
1588,3.96381,2.04911,4.99923
1589,-0.79683,2.05007,5.00698
1590,-5.54847,2.03405,5.02764
1591,7.12903,2.06718,5.01384
1592,1.60901,2.07869,5.01512
1593,-3.07973,2.07342,5.02917
1594,2.24965,2.0881,5.02873
1595,1.32859,2.09911,5.03083
1596,0.701987,2.10782,5.03467
1597,0.696806,2.11714,5.03855
1598,5.15721,2.14409,5.03032
1599,14.0102,2.20424,4.99807
1600,22.3111,2.29358,4.94338
1601,22.0071,2.37717,4.88973
1602,13.3956,2.42777,4.85975
1603,22.2258,2.51378,4.80584
1604,17.4023,2.58156,4.7653
1605,3.06463,2.59443,4.76401
1606,14.6447,2.65176,4.73118
1607,16.9286,2.71679,4.69227
1608,20.2672,2.79407,4.64441
1609,22.924,2.87957,4.5895
1610,11.3304,2.91785,4.56645
1611,17.2779,2.97639,4.52724
1612,20.4605,3.04588,4.47949
1613,16.1819,3.09652,4.4436
1614,5.94185,3.10539,4.43581
1615,2.9541,3.10316,4.43622
1616,2.94157,3.10126,4.43666
1617,8.51383,3.1202,4.42185
1618,-3.63101,3.09152,4.44032
1619,-0.290612,3.0752,4.44957
1620,9.26452,3.095,4.43261
1621,12.5288,3.12602,4.40676
1622,2.71177,3.11683,4.40787
1623,-1.86262,3.08883,4.42149
1624,7.05163,3.09516,4.4106
1625,4.93087,3.09253,4.40554
1626,-2.32068,3.06123,4.42036
1627,-3.16049,3.02708,4.4374
1628,3.75871,3.01971,4.43537
1629,0.769025,3.00124,4.44152
1630,-3.28242,2.96812,4.45875
1631,-3.34109,2.93617,4.47606
1632,7.59915,2.94531,4.46322
1633,5.52821,2.94545,4.4561
1634,3.83974,2.93896,4.45361
1635,4.73305,2.93452,4.44865
1636,3.99709,2.92527,4.44569
1637,-8.1772,2.87074,4.4762
1638,-9.4052,2.81546,4.50996
1639,-5.67392,2.77515,4.53331
1640,-10.5017,2.7174,4.56986
1641,-8.87511,2.66834,4.60177
1642,-7.8823,2.62443,4.63083
1643,-3.07539,2.59793,4.64653
1644,-1.16591,2.57749,4.65689
1645,-1.32415,2.55438,4.66763
1646,-3.14679,2.52296,4.68333
1647,-6.92942,2.47804,4.70938
1648,-10.8124,2.41849,4.74604
1649,-8.06676,2.36902,4.77496
1650,-4.37463,2.33343,4.79355
1651,-4.64881,2.29812,4.81282
1652,-6.26548,2.25679,4.83645
1653,-2.25473,2.232,4.8489
1654,3.07073,2.22638,4.84656
1655,0.924654,2.21263,4.85013
1656,-0.574015,2.19426,4.85782
1657,1.34248,2.18392,4.86016
1658,3.60382,2.18169,4.85621
1659,3.05159,2.17732,4.85378
1660,-1.68868,2.15495,4.86446
1661,-2.55998,2.13053,4.8775
1662,-3.41324,2.10397,4.89284
1663,-1.85108,2.08362,4.90379
1664,-3.43797,2.05652,4.91908
1665,-5.86328,2.02094,4.94102
1666,-4.82952,1.99082,4.96001
1667,-1.23816,1.9737,4.96896
1668,-0.704158,1.9571,4.97637
1669,-0.249382,1.94149,4.98247
1670,-0.822863,1.92278,4.99013
1671,-4.53015,1.88983,5.00802
1672,-8.49916,1.84286,5.03686
1673,-6.84575,1.80246,5.06098
1674,-4.97694,1.76929,5.0798
1675,-10.8248,1.71463,5.1148
1676,-11.5625,1.65866,5.1517
1677,-7.78003,1.61907,5.17795
1678,-4.72784,1.59079,5.1956
1679,-6.33412,1.55619,5.21764
1680,-6.17364,1.52205,5.23914
1681,-3.77597,1.4972,5.25388
1682,-0.100273,1.48656,5.25832
1683,-2.99484,1.46442,5.27079
1684,-3.94583,1.43889,5.28585
1685,-2.17474,1.42016,5.29591
1686,-4.13883,1.39528,5.3114
1687,-6.22314,1.36384,5.33263
1688,-4.90554,1.3384,5.35012
1689,-0.727586,1.32827,5.35588
1690,1.32629,1.32628,5.35588
1691,0.442857,1.31986,5.35833
1692,0.686846,1.31465,5.36009
1693,1.83401,1.31399,5.35863
1694,-0.689379,1.30345,5.36422
1695,-3.80396,1.28164,5.37849
1696,-3.95873,1.25959,5.39313
1697,-6.27405,1.23008,5.41419
1698,-8.34339,1.19433,5.44096
1699,-9.5473,1.15636,5.47102
1700,-13.3578,1.10561,5.51164
1701,-9.97378,1.06939,5.54266
1702,-7.11518,1.0453,5.56559
1703,-2.9953,1.03715,5.57693
1704,-0.836783,1.03549,5.58219
1705,5.42333,1.05688,5.56991
1706,4.87403,1.0749,5.55923
1707,1.99663,1.07906,5.55664
1708,-2.35573,1.06563,5.56627
1709,-5.07524,1.04333,5.58349
1710,-10.8253,1.00037,5.61679
1711,-10.5977,0.958499,5.64933
1712,-15.6335,0.898746,5.6959
1713,-12.3645,0.854682,5.73315
1714,-9.63791,0.821149,5.76262
1715,-4.51449,0.806317,5.77762
1716,-3.72581,0.79341,5.79036
1717,-0.870449,0.790358,5.79505
1718,-1.18434,0.784721,5.8006
1719,-3.17259,0.77151,5.81173
1720,-5.56263,0.750404,5.82955
1721,-5.69197,0.729455,5.84768
1722,-3.86235,0.716983,5.86061
1723,-1.68714,0.713396,5.86739
1724,1.43082,0.721406,5.86538
1725,-1.52267,0.717354,5.87171
1726,1.8744,0.72589,5.86847
1727,0.54085,0.72817,5.869
1728,-0.68313,0.725303,5.87298
1729,-4.06931,0.710323,5.8865
1730,-2.1868,0.703138,5.89467
1731,-0.545843,0.701628,5.8982
1732,-3.97171,0.68619,5.91138
1733,-5.35013,0.66647,5.92842
1734,-3.47965,0.654515,5.94012
1735,-1.71658,0.649299,5.94682
1736,-3.95545,0.635181,5.95983
1737,-1.72909,0.629683,5.96651
1738,-1.90427,0.622812,5.97368
1739,1.77858,0.629428,5.97042
1740,-1.61892,0.622167,5.97677
1741,3.35875,0.633762,5.96904
1742,1.94393,0.63829,5.96534
1743,-3.71201,0.62231,5.97764
1744,-2.23234,0.611565,5.98571
1745,0.107834,0.609282,5.98713
1746,1.67087,0.612999,5.98413
1747,3.69082,0.62368,5.97542
1748,4.5592,0.63668,5.96428
1749,4.59811,0.648327,5.95305
1750,2.56324,0.651751,5.94762
1751,-0.299422,0.644783,5.9503
1752,-1.75416,0.633037,5.95709
1753,1.57638,0.634671,5.95441
1754,3.48608,0.642595,5.94633
1755,4.64337,0.655157,5.93498
1756,4.24055,0.664723,5.9248
1757,4.95937,0.675924,5.91261
1758,2.39355,0.676509,5.90772
1759,-1.08058,0.664245,5.91269
1760,-1.80161,0.649586,5.91967
1761,0.45653,0.643668,5.9202
1762,1.89066,0.642611,5.91665
1763,1.03939,0.637281,5.9155
1764,2.94847,0.63896,5.90892
1765,2.66176,0.63831,5.90315
1766,1.14142,0.631762,5.90169
1767,-2.48151,0.611174,5.91052
1768,-2.43188,0.590427,5.91914
1769,3.57749,0.592549,5.91062
1770,-0.355624,0.579451,5.91329
1771,-0.433908,0.565623,5.91615
1772,-1.86023,0.545135,5.92301
1773,-2.3515,0.524385,5.93123
1774,0.560568,0.514194,5.9311
1775,-3.87005,0.487563,5.94355
1776,0.386061,0.478537,5.94381
1777,2.07298,0.474006,5.93924
1778,1.28368,0.46653,5.93691
1779,0.162056,0.454119,5.93774
1780,2.6859,0.45106,5.93135
1781,2.30387,0.444959,5.92603
1782,-3.45552,0.418108,5.93711
1783,-3.81645,0.390737,5.94916
1784,-4.54399,0.36151,5.9632
1785,-0.34658,0.348602,5.96519
1786,-0.931711,0.332985,5.96882
1787,-1.89124,0.313542,5.97513
1788,0.305473,0.301606,5.97512
1789,-1.57899,0.281843,5.98045
1790,-4.09608,0.252673,5.99292
1791,-6.03553,0.216396,6.01085
1792,-7.59464,0.176494,6.03313
1793,-5.97497,0.143557,6.05068
1794,-8.67788,0.100548,6.07587
1795,-5.37275,0.0725092,6.0915
1796,-1.85739,0.0573463,6.09699
1797,-1.00349,0.0452188,6.1
1798,-0.304381,0.0353181,6.10098
1799,-1.59009,0.0193514,6.1056
1800,-0.0180915,0.0101266,6.10568
1801,-0.578195,-0.00218751,6.10734
1802,-8.33274,-0.0436988,6.13116
1803,-7.52382,-0.0801147,6.15255
1804,-10.9423,-0.12747,6.18364
1805,-11.4164,-0.174555,6.21597
1806,-8.4226,-0.209187,6.23959
1807,-5.12545,-0.230037,6.25367
1808,-0.633733,-0.233553,6.25482
1809,-0.951986,-0.238591,6.25688
1810,2.54858,-0.230878,6.24888
1811,2.59384,-0.225829,6.24076
1812,0.988403,-0.227216,6.23726
1813,-3.82006,-0.246033,6.24755
1814,-6.16398,-0.272677,6.26452
1815,-9.58248,-0.310118,6.29124
1816,-8.84097,-0.343431,6.31572
1817,-4.39444,-0.358934,6.32736
1818,-4.2457,-0.373627,6.33852
1819,2.62753,-0.362288,6.3299
1820,-4.33813,-0.378013,6.34132
1821,-5.66527,-0.397565,6.35651
1822,-4.3859,-0.41323,6.36798
1823,-3.40986,-0.42528,6.37659
1824,-2.52612,-0.43326,6.38263
1825,-3.04329,-0.441451,6.39014
1826,-13.1665,-0.486129,6.42675
1827,-4.42725,-0.496504,6.4381
1828,-3.23446,-0.50261,6.446
1829,-2.21937,-0.503406,6.45095
1830,-5.20682,-0.515604,6.46451
1831,-2.05193,-0.514551,6.46895
1832,1.15643,-0.502673,6.46416
1833,-1.44946,-0.501273,6.4669
1834,-4.42984,-0.510723,6.47823
1835,-2.82879,-0.513218,6.48493
1836,1.71493,-0.499552,6.47852
1837,-2.37554,-0.501566,6.48394
1838,-3.63891,-0.507565,6.49301
1839,-1.64109,-0.504909,6.49629
1840,3.45277,-0.483198,6.4849
1841,0.686732,-0.47296,6.48154
1842,-2.27444,-0.47381,6.48676
1843,1.23445,-0.46037,6.48185
1844,3.82214,-0.437597,6.4695
1845,1.51781,-0.424753,6.46388
1846,-0.837209,-0.4212,6.46508
1847,-1.99564,-0.421832,6.46964
1848,-2.23532,-0.422826,6.4749
1849,-3.78404,-0.428953,6.48463
1850,-2.86622,-0.430531,6.49169
1851,0.262909,-0.419913,6.48971
1852,1.44946,-0.404445,6.48433
1853,3.39913,-0.381513,6.47336
1854,4.44522,-0.355997,6.45943
1855,4.29343,-0.331448,6.446
1856,3.63201,-0.30976,6.43455
1857,1.93916,-0.294737,6.42807
1858,4.00894,-0.272022,6.41563
1859,4.9383,-0.246093,6.40057
1860,4.8899,-0.22083,6.38572
1861,4.97746,-0.195807,6.37068
1862,1.75853,-0.183282,6.36504
1863,4.57615,-0.159977,6.35127
1864,10.0814,-0.116819,6.32162
1865,3.74968,-0.0993149,6.31042
1866,5.94178,-0.0728915,6.29293
1867,7.01917,-0.0430818,6.27238
1868,5.22362,-0.0213346,6.25712
1869,2.3559,-0.0104141,6.25023
1870,8.29631,0.0234413,6.22615
1871,6.73417,0.0498847,6.20669
1872,3.28988,0.0623183,6.19729
1873,3.76705,0.0765903,6.18654
1874,4.89481,0.0942843,6.17256
1875,2.7886,0.103107,6.16473
1876,0.739388,0.104347,6.16288
1877,2.67255,0.113093,6.15542
1878,1.60802,0.117644,6.15108
1879,1.13385,0.12049,6.14813
1880,3.0676,0.129936,6.13956
1881,2.71389,0.13718,6.13204
1882,0.83175,0.137535,6.13002
1883,0.592342,0.137158,6.12869
1884,3.71556,0.147257,6.11828
1885,4.87297,0.161841,6.10453
1886,2.23014,0.16567,6.0985
1887,-0.975984,0.156961,6.10181
1888,-0.299453,0.151307,6.10313
1889,0.410274,0.148631,6.10236
1890,2.58691,0.155188,6.09526
1891,4.77869,0.169221,6.08179
1892,3.61943,0.177785,6.07174
1893,2.6915,0.182034,6.0644
1894,6.4572,0.201132,6.04612
1895,1.98551,0.201671,6.0409
1896,4.77281,0.212438,6.02757
1897,2.11951,0.212462,6.02199
1898,2.53124,0.214775,6.01522
1899,0.290628,0.208354,6.01497
1900,0.511556,0.202178,6.01407
1901,1.58145,0.200799,6.01003
1902,1.02965,0.198,6.0076
1903,0.763637,0.194542,6.00593
1904,-0.360227,0.186905,6.00753
1905,10.0718,0.2188,5.97868
1906,9.83926,0.248188,5.95059
1907,7.42966,0.26785,5.92961
1908,0.443988,0.26055,5.92907
1909,2.84398,0.262668,5.92151
1910,3.79512,0.268473,5.91117
1911,0.0856759,0.260258,5.91168
1912,-0.715108,0.249696,5.91451
1913,4.19033,0.258615,5.90299
1914,7.11064,0.277813,5.88295
1915,2.03567,0.276682,5.87779
1916,1.87788,0.274373,5.87308
1917,1.73971,0.271616,5.86878
1918,0.266078,0.262981,5.86877
1919,-2.4384,0.244763,5.87664
1920,-2.14522,0.228188,5.88361
1921,-0.712382,0.217532,5.88634
1922,1.15802,0.214061,5.88357
1923,-0.664654,0.203278,5.88612
1924,-0.218852,0.194444,5.88733
1925,2.51738,0.195959,5.88051
1926,2.85416,0.198557,5.87271
1927,-2.78178,0.179373,5.88141
1928,-3.68349,0.15768,5.8927
1929,-1.17004,0.146409,5.89657
1930,0.0927866,0.14005,5.89671
1931,-1.60194,0.126846,5.90179
1932,-1.08647,0.116292,5.90533
1933,-0.317174,0.109454,5.90659
1934,1.72432,0.111098,5.90184
1935,3.91519,0.120711,5.89067
1936,5.33795,0.134762,5.87536
1937,4.85706,0.146602,5.8615
1938,2.47549,0.149684,5.85465
1939,-0.223549,0.142914,5.85573
1940,0.410715,0.139032,5.85493
1941,4.54592,0.151189,5.84199
1942,3.04925,0.157147,5.83347
1943,0.781147,0.154303,5.83162
1944,4.05179,0.16433,5.82017
1945,3.09009,0.17049,5.81157
1946,-1.61066,0.158868,5.81678
1947,-1.97493,0.146551,5.82304
1948,-4.40043,0.125305,5.83638
1949,-8.00824,0.0905935,5.86026
1950,-8.31816,0.0564544,5.88495
1951,-5.94272,0.0329556,5.90258
1952,-5.00485,0.0132482,5.91738
1953,-1.61837,0.00662867,5.92218
1954,-0.205176,0.00442974,5.92279
1955,-2.57823,-0.00778969,5.93038
1956,-3.36194,-0.0227251,5.94024
1957,-3.40333,-0.0379809,5.95017
1958,-2.6113,-0.0499864,5.95773
1959,-4.6226,-0.0695673,5.97118
1960,-5.04245,-0.0909467,5.9858
1961,-2.67964,-0.102502,5.99341
1962,-1.20803,-0.10789,5.99667
1963,-2.20777,-0.117177,6.00284
1964,-4.03647,-0.133243,6.01438
1965,-3.98286,-0.148443,6.02571
1966,-1.23522,-0.152345,6.02891
1967,-0.378184,-0.152828,6.02958
1968,-0.714374,-0.154909,6.03123
1969,-0.814715,-0.157252,6.03317
1970,-2.62327,-0.166433,6.04044
1971,-3.87364,-0.180148,6.05137
1972,-4.1095,-0.193851,6.06295
1973,-4.19899,-0.207615,6.07476
1974,-3.95318,-0.220233,6.08581
1975,-5.4221,-0.238501,6.10115
1976,-7.01294,-0.262399,6.12114
1977,-7.51945,-0.287358,6.14255
1978,-6.87277,-0.308808,6.16198
1979,-8.5206,-0.33619,6.18622
1980,-9.02842,-0.364736,6.21188
1981,-8.10443,-0.389217,6.23474
1982,-7.29731,-0.409625,6.25514
1983,-6.77255,-0.427276,6.27395
1984,-9.10575,-0.453425,6.29959
1985,-11.2365,-0.487154,6.33145
1986,-12.1208,-0.523088,6.36583
1987,-12.408,-0.558832,6.40096
1988,-12.863,-0.594732,6.43734
1989,-11.2421,-0.623099,6.46883
1990,-10.3358,-0.646984,6.49756
1991,-14.249,-0.685756,6.5378
1992,-16.1576,-0.730051,6.58357
1993,-18.8596,-0.783709,6.63721
1994,-9.84851,-0.800521,6.66406
1995,-25.1314,-0.875264,6.73605
1996,32.8184,-0.722021,6.63649
1997,30.4384,-0.584271,6.54439
1998,17.6909,-0.499821,6.49037
1999,44.8705,-0.309482,6.3562
2000,46.182,-0.115306,6.2187
2001,1.61203,-0.0993076,6.21361
2002,1.68314,-0.0816403,6.20837
2003,2.33731,-0.0607791,6.20124
2004,-7.85056,-0.080888,6.22433
2005,-10.1606,-0.1079,6.25421
2006,-16.2207,-0.156052,6.30196
2007,-18.6349,-0.212918,6.35673
2008,-8.5849,-0.228336,6.38157
2009,-16.1128,-0.271472,6.42868
2010,-14.8412,-0.308987,6.4719
2011,-16.8152,-0.352527,6.52087
2012,-17.1734,-0.395033,6.57078
2013,-21.3049,-0.451176,6.63283
2014,-10.8362,-0.465061,6.66369
2015,2.20097,-0.428644,6.65586
2016,19.1629,-0.326937,6.59785
2017,6.53113,-0.276268,6.57759
2018,24.7147,-0.154652,6.50355
2019,7.2507,-0.103546,6.48165
2020,15.4509,-0.0205572,6.43557
2021,23.6342,0.0927089,6.36546
2022,20.9755,0.19398,6.30356
2023,9.22359,0.247879,6.27682
2024,23.8094,0.358417,6.20695
2025,1.65019,0.379774,6.20316
2026,4.89143,0.413728,6.18982
2027,13.0419,0.479677,6.15237
2028,-8.36289,0.460383,6.17867
2029,-15.3742,0.413539,6.22574
2030,1.42928,0.43432,6.22278
2031,-28.502,0.337308,6.30878
2032,-8.21452,0.323479,6.33425
2033,-23.9833,0.248098,6.40653
2034,-25.9518,0.169338,6.48445
2035,-45.1674,0.0132174,6.61926
2036,-23.1284,-0.0502534,6.68812
2037,-33.2749,-0.151503,6.78698
2038,-24.3014,-0.217086,6.85886
2039,-4.90124,-0.206548,6.87288
2040,-0.0706483,-0.178213,6.87256
2041,-5.31286,-0.172537,6.8879
2042,-25.6932,-0.247202,6.96389
2043,-17.9188,-0.291528,7.01654
2044,-19.29,-0.341404,7.07314
2045,-24.7952,-0.413381,7.14598
2046,-23.0704,-0.478976,7.21347
2047,-24.674,-0.550071,7.28556
2048,-23.9081,-0.617069,7.35516
2049,-28.24,-0.700707,7.43747
2050,-26.6318,-0.77756,7.51476
2051,-21.2338,-0.832429,7.57575
2052,3.68875,-0.788126,7.56236
2053,17.0112,-0.692115,7.50943
2054,-5.76263,-0.687504,7.5246
2055,4.95883,-0.639837,7.50786
2056,-5.44407,-0.6326,7.52225
2057,-6.13222,-0.627352,7.53872
2058,12.4362,-0.548772,7.49987
2059,7.22639,-0.491685,7.47677
2060,12.5509,-0.414157,7.43797
2061,8.49357,-0.353285,7.41149
2062,0.0584651,-0.325674,7.41034
2063,13.4778,-0.245863,7.36925
2064,26.5651,-0.115915,7.28936
2065,7.33438,-0.0632348,7.26721
2066,2.24253,-0.0303564,7.2604
2067,0.692781,-0.00390315,7.25832
2068,15.3646,0.0802627,7.21253
2069,3.47396,0.116156,7.20247
2070,-2.35156,0.128863,7.2099
2071,7.81012,0.181991,7.18704
2072,13.3285,0.255867,7.14786
2073,3.39435,0.289442,7.13856
2074,-2.02613,0.301479,7.14553
2075,-1.93214,0.314276,7.15227
2076,-6.81103,0.308257,7.17362
2077,-10.114,0.289766,7.20481
2078,-0.785721,0.308275,7.2081
2079,1.43022,0.335189,7.20481
2080,-17.5628,0.287478,7.25836
2081,-7.22719,0.280986,7.28089
2082,-7.64548,0.271873,7.30464
2083,0.209874,0.29297,7.30489
2084,-11.5115,0.267341,7.34024
2085,-4.725,0.269236,7.35523
2086,-8.33354,0.256693,7.38102
2087,-2.15559,0.268701,7.3883
2088,-2.95631,0.277124,7.39801
2089,-6.63141,0.272229,7.41874
2090,28.6664,0.406905,7.33387
2091,22.5263,0.51473,7.26775
2092,22.6087,0.620917,7.2017
2093,23.7136,0.730738,7.13266
2094,19.2267,0.822483,7.07736
2095,6.57552,0.863306,7.0602
2096,16.5821,0.943539,7.0132
2097,19.2872,1.03276,6.95833
2098,14.0224,1.10069,6.91949
2099,-8.66739,1.07971,6.94879
2100,-0.729486,1.09158,6.95427
2101,-8.573,1.07257,6.98327
2102,3.94322,1.10317,6.97473
2103,-1.68934,1.1111,6.98315
2104,1.05577,1.12958,6.98338
2105,-4.47577,1.12641,7.00023
2106,2.20059,1.15013,6.99707
2107,0.216006,1.16467,6.99992
2108,23.0176,1.26842,6.93448
2109,30.4274,1.39889,6.84711
2110,31.7098,1.53219,6.75628
2111,-2.52754,1.52901,6.76849
2112,2.94607,1.54838,6.76429
2113,-6.00395,1.53244,6.78698
2114,7.6546,1.57109,6.76866
2115,12.8896,1.62886,6.73475
2116,-1.24336,1.63013,6.7434
2117,-4.41063,1.61944,6.76157
2118,-12.6108,1.57852,6.80431
2119,-2.15094,1.57846,6.81555
2120,10.1903,1.62604,6.78974
2121,15.8685,1.69448,6.74703
2122,15.2131,1.75879,6.70648
2123,-5.03587,1.74339,6.72692
2124,-2.93317,1.73665,6.74099
2125,-1.88096,1.73395,6.75189
2126,2.59167,1.74803,6.74935
2127,-2.11783,1.74332,6.76099
2128,-8.68484,1.71383,6.79235
2129,-4.00988,1.70324,6.80958
2130,1.36115,1.71392,6.81064
2131,0.436531,1.72045,6.81451
2132,8.78244,1.75925,6.79333
2133,3.80911,1.77804,6.7872
2134,5.63014,1.80374,6.77565
2135,8.6037,1.84065,6.75524
2136,0.776719,1.84668,6.75847
2137,-1.7259,1.84395,6.76925
2138,10.2621,1.8886,6.74397
2139,1.8653,1.89863,6.74407
2140,2.70363,1.91182,6.74168
2141,4.95455,1.93497,6.73256
2142,-10.8818,1.89591,6.77115
2143,-12.9255,1.85075,6.81578
2144,-9.6042,1.82073,6.85029
2145,4.1803,1.84427,6.84323
2146,-0.316548,1.84978,6.84977
2147,-5.39944,1.83609,6.87163
2148,2.94302,1.85468,6.86835
2149,-6.79542,1.83531,6.89443
2150,1.07417,1.84712,6.89676
2151,-2.47359,1.84404,6.90981
2152,10.016,1.89029,6.88525
2153,1.17916,1.9001,6.88743
2154,1.12142,1.91188,6.88982
2155,-5.84296,1.89646,6.91322
2156,-5.35202,1.88583,6.93511
2157,2.5653,1.90529,6.93312
2158,4.64391,1.93348,6.92492
2159,3.27974,1.9557,6.92091
2160,5.83112,1.98851,6.90929
2161,-0.451139,1.99571,6.91669
2162,2.2013,2.01394,6.91612
2163,-2.91927,2.01271,6.93105
2164,-1.74609,2.01641,6.94244
2165,-7.57247,1.99805,6.9714
2166,5.4259,2.03003,6.96112
2167,-6.19514,2.01641,6.98598
2168,2.20923,2.03728,6.98546
2169,7.87946,2.07945,6.9679
2170,3.50515,2.10312,6.96365
2171,-0.306392,2.11164,6.97098
2172,11.5265,2.16673,6.94263
2173,-3.81607,2.16024,6.96073
2174,-14.2009,2.11667,7.01016
2175,9.87607,2.16745,6.98681
2176,16.6461,2.24349,6.94317
2177,5.45603,2.27495,6.93353
2178,0.293548,2.28622,6.93957
2179,8.73238,2.33054,6.92017
2180,5.27433,2.35886,6.91133
2181,4.24781,2.38482,6.90568
2182,9.99035,2.43239,6.88277
2183,0.506602,2.44184,6.88864
2184,-5.19443,2.43042,6.91176
2185,18.5475,2.51212,6.86313
2186,21.3364,2.60109,6.80631
2187,7.06216,2.63362,6.79288
2188,4.34933,2.65496,6.78774
2189,12.593,2.70779,6.75775
2190,3.85925,2.72454,6.75431
2191,10.2396,2.76543,6.73163
2192,3.70819,2.7802,6.72882
2193,11.2104,2.82373,6.70337
2194,-2.23299,2.81405,6.71868
2195,5.85741,2.83583,6.70951
2196,4.66636,2.85153,6.704
2197,10.8817,2.89053,6.67974
2198,12.2798,2.93298,6.65137
2199,-1.56456,2.92036,6.66498
2200,-0.726411,2.91075,6.67603
2201,3.51529,2.91817,6.67422
2202,3.92788,2.92679,6.67118
2203,-1.4682,2.91425,6.68449
2204,9.50796,2.94455,6.66455
2205,10.5286,2.97662,6.64161
2206,10.8196,3.00716,6.61787
2207,3.4896,3.00847,6.61641
2208,5.43793,3.01633,6.60905
2209,2.5944,3.01289,6.61032
2210,2.41632,3.00897,6.61212
2211,-0.371442,2.99398,6.62235
2212,3.93319,2.99574,6.6195
2213,9.23705,3.01764,6.60059
2214,9.28245,3.03804,6.58161
2215,6.50974,3.04618,6.57108
2216,5.03784,3.04812,6.56503
2217,4.96076,3.04885,6.55921
2218,3.72342,3.04445,6.55715
2219,3.89048,3.04059,6.55456
2220,2.86872,3.03275,6.55506
2221,5.19835,3.03337,6.54848
2222,3.74142,3.02792,6.54631
2223,4.52415,3.02466,6.54174
2224,5.34719,3.02415,6.53467
2225,2.24218,3.01104,6.53701
2226,5.31212,3.00955,6.53001
2227,-1.99476,2.97928,6.54515
2228,-2.21604,2.9497,6.56087
2229,-2.55578,2.91905,6.57754
2230,-2.26211,2.89011,6.59322
2231,-3.39659,2.85754,6.61226
2232,2.06067,2.84803,6.61466
2233,4.9333,2.84816,6.60831
2234,6.61433,2.85289,6.59686
2235,3.57501,2.84447,6.59463
2236,2.77518,2.83328,6.59481
2237,1.70832,2.81845,6.59819
2238,0.91061,2.80065,6.60395
2239,1.64775,2.78529,6.60741
2240,1.80179,2.77054,6.61037
2241,0.344805,2.75103,6.6177
2242,-0.979162,2.72782,6.629
2243,0.792502,2.71202,6.63485
2244,4.61659,2.71066,6.62904
2245,4.513,2.70867,6.62354
2246,2.4231,2.69844,6.62438
2247,4.09617,2.69487,6.6201
2248,5.45468,2.69586,6.61169
2249,4.12759,2.69069,6.60731
2250,2.87752,2.6805,6.60671
2251,0.307935,2.66048,6.61388
2252,-0.863,2.63594,6.62455
2253,-3.50741,2.602,6.64319
2254,-4.66572,2.56459,6.66525
2255,-4.4331,2.52855,6.68648
2256,-3.88449,2.4951,6.70595
2257,-4.08694,2.46102,6.72593
2258,-2.77022,2.43254,6.7418
2259,-0.885016,2.4111,6.75186
2260,-0.0912352,2.3923,6.75944
2261,-2.2135,2.3643,6.77341
2262,-4.24941,2.32834,6.79349
2263,-4.02228,2.2939,6.81277
2264,-2.30723,2.26684,6.82674
2265,-2.87646,2.23756,6.84235
2266,-4.78661,2.20151,6.86369
2267,-6.23186,2.16103,6.88932
2268,-4.15964,2.13027,6.90853
2269,-2.91277,2.10559,6.92385
